sent,word,freq,category
12,canadienses,74,C_capability
12,recientes,1097,C_capability
12,primer,8419,C_capability
12,ejemplos,958,D_decoding
12,billetes,491,C_capability
12,retratos,87,C_capability
12,grabado,122,C_capability
12,anverso,7,C_capability
13,concluyó,124,C_capability
13,fueran,504,C_capability
13,alentadores,34,C_capability
13,sanitaria,563,C_capability
13,necesidad,4564,D_decoding
13,considerados,200,C_capability
13,parte,18586,C_capability
13,gran,14941,C_capability
13,hombres,3787,C_capability
13,mujeres,6969,C_capability
13,positivos,633,C_capability
13,instando,26,C_capability
13,medicamentos,1208,C_capability
13,base,4892,C_capability
13,anticonceptivos,46,C_capability
13,esto,25337,C_capability
13,número,5302,C_capability
14,emitido,166,C_capability
14,terremoto,238,C_capability
14,magnitud,300,C_capability
14,yakarta,40,C_capability
14,alerta,356,C_capability
14,exigida,24,C_capability
14,agencia,1437,D_decoding
14,ninguna,4072,C_capability
14,geofísica,3,A_data_gap
14,tal,7549,C_capability
14,fin,8005,C_capability
14,ni,10246,C_capability
14,emitirá,29,C_capability
14,según,4540,C_capability
14,alcanzó,180,C_capability
15,continúa,709,C_capability
15,siendo,4087,C_capability
15,sans,21,D_decoding
15,frontiere,0,A_data_gap
15,portavoz,130,C_capability
15,jamás,844,C_capability
15,haya,6617,C_capability
15,enfrentado,99,C_capability
15,brote,140,C_capability
15,severo,89,C_capability
15,medecines,0,A_data_gap
15,hacia,7067,C_capability
15,comentó,96,C_capability
15,dirige,316,C_capability
16,cavidades,7,C_capability
16,nuestro,14530,C_capability
16,grandes,5865,C_capability
16,estadounidense,1328,C_capability
16,arizona,96,D_decoding
16,sostuvo,66,C_capability
16,usgs,2,A_data_gap
16,servicio,5316,C_capability
16,equipo,3329,C_capability
16,estable,487,C_capability
16,planeta,1262,D_decoding
16,profundas,325,C_capability
16,regular,650,C_capability
16,bien,17123,C_capability
16,tan,12028,C_capability
16,arqueología,28,C_capability
16,suelen,492,C_capability
16,consistente,193,C_capability
16,bastante,2974,C_capability
16,sostener,256,C_capability
16,geológico,23,D_decoding
16,norte,2437,D_decoding
16,comportamiento,1048,C_capability
16,térmico,98,C_capability
16,cuevas,100,C_capability
16,cushing,3,A_data_gap
16,glen,36,D_decoding
16,flagstaff,8,C_capability
16,universidad,1516,D_decoding
16,suelo,1258,C_capability
17,originalmente,167,D_decoding
17,doblaje,6,C_capability
17,programa,7243,D_decoding
17,tejas,35,C_capability
17,contó,211,C_capability
17,aficionados,178,C_capability
17,locales,2072,C_capability
18,estados,24062,D_decoding
18,geológico,23,C_capability
18,reportado,44,C_capability
18,sísmica,10,C_capability
18,usgs,2,A_data_gap
18,servicio,5316,C_capability
18,daños,902,C_capability
18,forma,13642,C_capability
18,directa,1008,C_capability
18,unidos,8047,D_decoding
18,ni,10246,C_capability
19,duras,225,C_capability
19,llegaron,332,C_capability
19,negativos,389,C_capability
19,elogió,13,C_capability
19,rommey,0,A_data_gap
19,resultados,5105,D_decoding
19,contra,13083,D_decoding
19,campaña,1334,C_capability
19,lanzó,207,C_capability
19,palabras,3786,D_decoding
19,anuncios,576,C_capability
19,después,11300,D_decoding
19,representación,709,C_capability
19,cuya,1234,C_capability
19,difundieron,5,C_capability
20,zelanda,196,D_decoding
20,posición,4021,C_capability
20,número,5302,C_capability
20,velásquez,2,A_data_gap
20,puesto,3831,C_capability
20,masculino,131,C_capability
20,sentado,532,C_capability
20,obtuvo,218,C_capability
20,nueva,8597,D_decoding
20,masculina,66,C_capability
20,categoría,1587,C_capability
20,nueve,628,C_capability
20,quince,578,C_capability
21,puestos,1660,C_capability
21,había,7286,C_capability
21,empleos,772,C_capability
21,otros,13610,C_capability
21,previamente,315,C_capability
21,espectáculos,125,C_capability
21,distintos,1417,C_capability
21,televisivos,16,C_capability
21,tenido,3320,C_capability
21,simpson,73,C_capability
22,catástrofes,352,C_capability
22,bordo,342,C_capability
22,deceso,6,C_capability
22,peores,307,C_capability
22,avión,1240,D_decoding
22,irán,1371,C_capability
22,armenia,162,D_decoding
22,aéreas,690,C_capability
22,estrelló,23,C_capability
22,años,18872,C_capability
22,línea,4354,C_capability
22,dirección,3345,C_capability
22,causando,184,C_capability
22,pasajeros,828,C_capability
22,mes,2494,D_decoding
22,vivió,116,C_capability
23,junto,3307,C_capability
23,evento,724,C_capability
23,chhappan,0,A_data_gap
23,siguió,243,C_capability
23,inauguró,39,C_capability
23,cantante,133,D_decoding
23,fue,13929,C_capability
23,bhajan,2,A_data_gap
23,bhog,0,A_data_gap
23,interpretó,21,C_capability
24,él,10583,C_capability
24,bastante,2974,C_capability
24,rueda,266,C_capability
24,cantaba,27,C_capability
24,bonita,459,C_capability
24,transcripción,28,C_capability
24,prensa,1180,C_capability
24,además,8457,C_capability
24,ella,7892,C_capability
24,según,4540,D_decoding
25,fueron,3451,C_capability
25,interrumpido,75,C_capability
25,afectadas,530,C_capability
25,vio,705,C_capability
25,servicio,5316,D_decoding
25,prefectura,31,C_capability
25,dañadas,47,C_capability
25,aeropuerto,1460,D_decoding
25,permanece,232,C_capability
25,algunas,5668,D_decoding
25,trenes,317,C_capability
25,zonas,2344,D_decoding
25,rutas,554,D_decoding
25,cerrado,502,C_capability
26,tratan,382,C_capability
26,igual,3279,C_capability
26,digo,1858,C_capability
26,ustedes,3520,C_capability
26,gente,7401,D_decoding
26,tratamos,285,C_capability
26,único,4030,C_capability
26,nosotros,10181,C_capability
27,aparte,679,C_capability
27,carreras,395,C_capability
27,campeonato,195,C_capability
27,competencia,3390,C_capability
27,participó,117,C_capability
27,miércoles,564,C_capability
28,carretera,799,C_capability
28,tt,26,D_decoding
28,produjo,378,C_capability
28,accidente,665,D_decoding
28,temporalmente,168,C_capability
28,interior,3478,C_capability
28,cerrada,297,C_capability
28,conductor,350,C_capability
28,rojo,842,C_capability
28,mientras,7110,C_capability
28,audi,43,C_capability
28,servicios,8960,D_decoding
28,sacaban,7,C_capability
29,acuerdo,13240,C_capability
29,constante,796,C_capability
29,firme,929,C_capability
29,diez,1921,C_capability
29,acepta,661,C_capability
29,exige,907,C_capability
29,solo,15671,C_capability
29,cinco,3168,C_capability
29,militar,1567,D_decoding
29,presencia,1488,D_decoding
29,mientras,7110,C_capability
29,vez,19151,D_decoding
30,meti,0,A_data_gap
30,comercio,3897,C_capability
30,registrado,353,C_capability
30,industria,3246,D_decoding
30,ministerio,488,C_capability
30,involucraban,6,C_capability
30,haber,5681,C_capability
30,aparatos,283,C_capability
30,informó,187,C_capability
30,economía,4683,D_decoding
30,japonés,312,C_capability
31,ir,4345,C_capability
31,lugar,16252,D_decoding
31,acribillado,2,A_data_gap
31,fotógrafos,85,C_capability
31,tarde,3452,D_decoding
31,anciana,74,C_capability
31,ocuparon,24,C_capability
31,baño,1751,C_capability
31,necesitaba,352,D_decoding
32,australia,611,C_capability
32,consideraba,140,C_capability
32,interina,15,C_capability
32,pasar,2314,C_capability
32,república,1816,C_capability
32,mandato,1082,C_capability
32,sostuvo,66,C_capability
32,isabel,74,C_capability
32,finalizado,109,C_capability
32,ministra,219,D_decoding
32,federales,181,C_capability
32,durante,12925,C_capability
32,elecciones,2338,D_decoding
32,campaña,1334,D_decoding
32,vez,19151,C_capability
32,primera,6988,C_capability
33,boberías,0,A_data_gap
33,calificó,51,C_capability
33,habladuría,0,A_data_gap
34,jugo,105,C_capability
34,col,57,C_capability
34,ph,91,D_decoding
34,química,354,C_capability
34,denomina,127,C_capability
34,usted,13057,C_capability
34,elaborar,676,C_capability
34,sustancia,258,C_capability
34,puede,27893,D_decoding
34,utilizando,1127,C_capability
35,refleja,619,C_capability
35,llamada,1378,C_capability
35,instantánea,100,C_capability
35,casi,4233,C_capability
35,satélite,487,C_capability
35,forma,13642,C_capability
35,vuelta,1276,C_capability
36,hembras,70,C_capability
36,entre,24583,C_capability
36,hace,13554,C_capability
36,relacionan,70,C_capability
36,sí,12492,D_decoding
36,estrechamente,379,C_capability
36,gran,14941,C_capability
36,hermanas,211,C_capability
36,general,6909,C_capability
37,precisan,98,C_capability
37,adaptaciones,100,D_decoding
37,pasado,5972,C_capability
37,cambios,2676,D_decoding
37,han,25307,C_capability
37,producido,839,C_capability
37,aún,6600,C_capability
37,mismas,1329,D_decoding
37,población,3522,D_decoding
38,él,10583,C_capability
38,amenaza,1385,C_capability
38,criatura,152,C_capability
38,entrara,50,C_capability
38,ni,10246,C_capability
38,siquiera,1638,C_capability
38,atacaba,7,C_capability
38,enorme,1651,C_capability
38,cualquier,9710,C_capability
38,tan,12028,C_capability
39,cálido,132,C_capability
39,mayor,10326,C_capability
39,importancia,4580,D_decoding
40,desconoce,41,C_capability
40,pulgadas,313,D_decoding
40,enrollado,8,C_capability
40,aunque,7406,D_decoding
40,29,877,D_decoding
40,confeccionado,29,C_capability
40,redactó,24,C_capability
40,cierta,1133,C_capability
40,guardado,150,C_capability
40,enorme,1651,C_capability
40,quién,4097,C_capability
40,apenas,1088,C_capability
40,ciencia,1432,C_capability
40,sabe,3301,C_capability
40,mide,187,C_capability
40,documento,1703,D_decoding
40,24,1884,D_decoding
40,pergamino,30,C_capability
41,componente,384,D_decoding
41,bajo,5450,C_capability
41,revolución,895,D_decoding
41,principio,4458,C_capability
41,gobierno,7623,C_capability
41,trece,122,C_capability
41,artículos,1496,C_capability
41,endeble,12,C_capability
41,central,2854,C_capability
41,confederación,103,C_capability
41,durante,12925,D_decoding
41,congreso,760,C_capability
41,único,4030,D_decoding
42,litoral,51,C_capability
42,taiwán,244,C_capability
42,tomó,560,C_capability
42,declaró,308,D_decoding
42,dinastía,72,C_capability
42,nórdica,127,C_capability
42,control,5421,D_decoding
42,provincia,567,C_capability
42,occidental,834,C_capability
42,región,3736,C_capability
42,última,3425,C_capability
42,imperio,387,D_decoding
42,qing,10,D_decoding
42,ejército,1135,C_capability
42,dependiente,108,C_capability
43,permite,3207,C_capability
43,burlas,17,C_capability
43,veces,5200,C_capability
43,muchas,6842,C_capability
43,cierto,4068,C_capability
43,constantes,143,C_capability
43,regla,445,C_capability
43,dinamismo,135,C_capability
43,objeto,2318,C_capability
43,sencilla,667,C_capability
43,vez,19151,C_capability
43,pauta,47,C_capability
43,dar,6185,C_capability
43,ridiculizada,0,A_data_gap
43,genera,489,C_capability
43,tercios,174,C_capability
43,ha,56176,C_capability
43,imágenes,2030,D_decoding
44,pensaba,557,C_capability
44,recibido,1188,C_capability
44,reducida,235,C_capability
44,submarina,20,C_capability
44,irrestricta,0,A_data_gap
44,similar,1030,D_decoding
44,reacción,701,C_capability
44,alemania,2045,C_capability
44,táctica,97,C_capability
44,frente,3735,C_capability
44,haber,5681,C_capability
44,contra,13083,C_capability
44,encontrarse,230,C_capability
45,masculinos,66,C_capability
45,éxito,3464,C_capability
45,estuvieron,268,C_capability
45,abiertos,386,C_capability
45,ambiciosos,261,C_capability
45,luego,5529,C_capability
45,asimismo,2323,C_capability
45,permitió,393,D_decoding
45,prestigiosos,44,C_capability
45,puestos,1660,C_capability
45,candidatos,1142,C_capability
46,tumbas,63,D_decoding
46,mayor,10326,D_decoding
46,varias,2222,C_capability
46,pirámide,79,D_decoding
46,numerosas,755,C_capability
46,pirámides,43,C_capability
46,guiza,4,A_data_gap
46,egipto,704,C_capability
46,esfinge,9,C_capability
46,gran,14941,C_capability
46,necrópolis,4,A_data_gap
46,cuales,2082,D_decoding
46,tamaño,1692,C_capability
46,pequeñas,2157,C_capability
46,meseta,29,C_capability
46,templos,81,C_capability
47,propio,3052,C_capability
47,guerra,4191,C_capability
47,pagó,107,C_capability
47,pueblo,3759,C_capability
47,filipino,9,C_capability
47,gastos,1485,D_decoding
48,mayor,10326,D_decoding
48,desarrollo,12308,C_capability
48,masivo,214,C_capability
48,dañados,64,C_capability
48,tránsito,402,C_capability
48,reparar,217,C_capability
48,conduce,394,C_capability
48,uso,6408,C_capability
48,genera,489,C_capability
48,campo,2619,C_capability
48,cuerpos,390,C_capability
48,salud,6132,D_decoding
48,técnicas,1175,C_capability
48,automóviles,466,C_capability
49,europa,16001,C_capability
49,media,1580,D_decoding
49,hacia,7067,D_decoding
49,uno,12539,C_capability
49,empezó,584,C_capability
49,prendas,168,C_capability
49,usar,2596,D_decoding
49,cruzadas,46,C_capability
49,abrochar,2,A_data_gap
49,significativos,240,C_capability
49,propio,3052,C_capability
49,desarrollar,1938,D_decoding
49,fines,1206,C_capability
49,época,1066,D_decoding
49,edad,2074,C_capability
49,fue,13929,C_capability
49,comenzaron,259,C_capability
49,producto,3680,C_capability
49,avances,1181,C_capability
50,abandonados,91,D_decoding
50,antes,11321,D_decoding
50,sufrido,452,C_capability
50,posible,9481,C_capability
50,situaciones,1099,C_capability
50,infantil,693,C_capability
50,huyeran,3,A_data_gap
50,salvajes,195,C_capability
50,traumáticas,14,C_capability
50,hayan,1650,C_capability
50,grave,1384,C_capability
51,necesidades,2359,D_decoding
51,fueron,3451,C_capability
51,acogimiento,4,A_data_gap
51,cubrir,466,C_capability
51,familiar,898,C_capability
51,hogar,1238,D_decoding
51,anterioridad,135,C_capability
51,objetivo,5938,C_capability
51,atendidas,22,C_capability
51,recogidos,138,C_capability
52,selección,859,C_capability
52,remueve,3,A_data_gap
52,proceso,7167,C_capability
52,incorpora,159,C_capability
52,mutación,61,D_decoding
52,variaciones,184,D_decoding
52,conjunto,3111,C_capability
52,nueva,8597,D_decoding
53,diurético,3,A_data_gap
53,otras,8485,C_capability
53,conocido,1145,C_capability
53,consisten,70,C_capability
53,basan,254,C_capability
53,obligará,46,C_capability
53,té,537,D_decoding
53,acostarse,48,C_capability
53,especial,4120,C_capability
53,líquido,276,C_capability
53,antes,11321,D_decoding
53,orinar,20,C_capability
53,ritmo,846,C_capability
53,biológico,125,C_capability
53,beber,464,C_capability
53,mucho,12824,D_decoding
53,levantarse,108,C_capability
53,opciones,2000,D_decoding
54,muchos,8832,C_capability
54,siguientes,2087,D_decoding
54,campos,931,C_capability
54,entre,24583,C_capability
54,combatida,4,A_data_gap
54,substitutas,0,A_data_gap
54,sitios,1401,C_capability
54,batalla,688,C_capability
54,asia,1487,C_capability
54,desde,20533,C_capability
54,áfrica,2387,C_capability
54,años,18872,D_decoding
54,afganistán,760,C_capability
54,hasta,14557,D_decoding
54,cuba,613,D_decoding
54,través,6609,D_decoding
54,otros,13610,D_decoding
54,sería,5448,D_decoding
54,milicias,74,C_capability
54,40,1764,D_decoding
54,extendería,13,C_capability
54,verdad,5587,C_capability
55,domésticas,99,C_capability
55,colinas,107,C_capability
55,otras,8485,D_decoding
55,métodos,1148,D_decoding
55,niños,5714,D_decoding
55,reunidas,18,C_capability
55,pastor,142,C_capability
55,vagaban,6,C_capability
55,adolescentes,311,D_decoding
55,semejante,424,C_capability
55,frecuencia,1484,C_capability
55,rebaños,21,C_capability
55,general,6909,D_decoding
55,cabras,59,C_capability
55,zonas,2344,C_capability
55,aún,6600,C_capability
55,utilizan,820,D_decoding
55,solían,96,C_capability
55,actualidad,1215,C_capability
55,popular,1615,C_capability
55,pastores,80,C_capability
55,pastoreo,22,C_capability
55,cuidadas,11,C_capability
56,casos,3406,D_decoding
56,muchos,8832,D_decoding
56,asintomático,3,A_data_gap
56,solamente,2206,C_capability
56,deberíamos,2311,C_capability
56,intentar,1235,C_capability
56,temporal,663,C_capability
56,busca,1518,C_capability
56,situación,8523,C_capability
56,desactivarlos,0,A_data_gap
57,igual,3279,C_capability
57,patas,152,C_capability
57,garras,73,C_capability
57,extremidades,45,C_capability
57,traseras,46,C_capability
57,huevos,337,C_capability
57,ponen,563,C_capability
57,desplazan,45,C_capability
57,sobre,52756,C_capability
57,escamadas,0,A_data_gap
58,óptico,85,C_capability
58,médula,127,C_capability
58,objeto,2318,C_capability
58,ataque,901,C_capability
58,sistema,9910,C_capability
58,esclerosis,54,C_capability
58,unión,22427,C_capability
58,nervioso,248,C_capability
58,múltiple,136,C_capability
58,nervio,60,C_capability
58,cerebro,1429,D_decoding
58,espinal,66,C_capability
59,tratan,382,C_capability
59,animales,2271,D_decoding
59,estímulos,79,C_capability
59,ritmos,62,D_decoding
59,incluso,7398,C_capability
59,periódicos,466,C_capability
59,regulares,1119,C_capability
59,plantas,1033,D_decoding
59,hongos,96,C_capability
59,reacciones,310,C_capability
59,casi,4233,C_capability
59,seres,1095,C_capability
59,registrado,353,C_capability
59,han,25307,D_decoding
59,externos,395,C_capability
59,vivos,346,D_decoding
59,bacterias,297,C_capability
60,pequeños,1842,C_capability
60,otras,8485,C_capability
60,empleos,772,C_capability
60,mañana,5205,D_decoding
60,ir,4345,D_decoding
60,cruzarse,12,C_capability
60,hacia,7067,C_capability
60,abandonan,53,C_capability
60,cuyos,587,C_capability
60,suelen,492,C_capability
60,acaban,311,C_capability
60,personas,14276,D_decoding
60,lugar,16252,D_decoding
60,encuentran,1661,D_decoding
60,automóviles,466,C_capability
61,dispositivos,850,C_capability
61,dichas,957,C_capability
61,tanto,16156,C_capability
61,diseño,2992,C_capability
61,planeamiento,24,C_capability
61,operaciones,1100,D_decoding
61,facilitan,98,C_capability
61,viales,20,C_capability
62,océanos,203,C_capability
62,amazonas,59,D_decoding
62,deriva,259,C_capability
62,desemboca,22,C_capability
62,ciento,1263,D_decoding
62,mundo,16136,C_capability
62,total,2846,C_capability
62,proveniente,74,C_capability
63,similitud,27,C_capability
63,ello,8729,D_decoding
63,mismo,12410,D_decoding
63,mayor,10326,C_capability
63,tiempo,18642,D_decoding
63,teoría,676,C_capability
63,gaseoso,8,C_capability
63,cosas,9498,D_decoding
63,transforman,48,C_capability
63,solo,15671,C_capability
63,tenía,3748,C_capability
63,idéntico,78,C_capability
63,guardaba,18,C_capability
63,sólido,406,C_capability
63,vemos,1306,C_capability
63,conforman,96,C_capability
63,líquido,276,D_decoding
64,cantidad,2837,D_decoding
64,conformar,50,C_capability
64,atómica,123,C_capability
64,requiere,1469,D_decoding
64,protones,27,C_capability
64,neutrones,22,C_capability
64,principio,4458,D_decoding
64,gran,14941,C_capability
64,opera,201,C_capability
65,conocidas,226,C_capability
65,teorías,148,C_capability
65,factores,1149,C_capability
65,jerarquía,134,C_capability
66,miembro,3308,C_capability
66,grupo,9322,D_decoding
66,estándares,627,D_decoding
66,reporta,31,D_decoding
66,cargo,1426,C_capability
66,integrante,113,C_capability
66,equipo,3329,C_capability
66,gestión,3862,C_capability
66,invisible,180,D_decoding
66,fija,232,C_capability
67,especialidad,102,C_capability
67,inteligencia,705,C_capability
67,encarga,104,C_capability
67,máquina,1305,C_capability
67,aprendizaje,916,C_capability
67,asocia,88,C_capability
67,comportamiento,1048,C_capability
67,relevancia,246,C_capability
67,dentro,6161,C_capability
67,inteligente,869,C_capability
67,artificial,362,D_decoding
67,informática,224,C_capability
67,mucho,12824,C_capability
67,bien,17123,C_capability
68,lectores,168,C_capability
68,suelen,492,C_capability
68,escritor,228,C_capability
68,blogs,102,C_capability
68,critican,44,C_capability
68,fin,8005,C_capability
68,empieza,642,C_capability
68,críticas,600,C_capability
68,debido,3479,C_capability
68,esforzarse,115,C_capability
68,redacción,376,C_capability
69,mismo,12410,D_decoding
69,vida,11790,C_capability
69,sí,12492,C_capability
69,mucho,12824,C_capability
69,hablamos,793,C_capability
69,silvestre,89,C_capability
70,destruida,61,C_capability
70,acaecimiento,0,A_data_gap
70,terremoto,238,C_capability
70,después,11300,C_capability
70,fue,13929,D_decoding
70,portugueses,106,D_decoding
70,reconstruida,13,C_capability
70,abandonaron,37,C_capability
71,turístico,318,C_capability
71,tombuctú,4,A_data_gap
71,sea,11493,C_capability
71,hoy,11747,C_capability
71,atractivo,382,C_capability
71,aún,6600,C_capability
71,cuenta,10752,C_capability
71,empobrecida,13,C_capability
71,bien,17123,C_capability
72,edificaciones,22,C_capability
72,evidencia,637,C_capability
72,delimitan,8,C_capability
72,luminoso,108,C_capability
72,despliegue,174,C_capability
72,gráfico,316,C_capability
72,horizonte,236,C_capability
72,barras,169,C_capability
72,puerto,1344,C_capability
73,autobuses,404,C_capability
73,llenos,186,D_decoding
73,boleto,123,C_capability
73,entre,24583,C_capability
73,adquirir,433,C_capability
73,recomendable,102,C_capability
73,anticipación,148,C_capability
73,distritos,97,C_capability
73,pasajeros,828,C_capability
73,están,16263,C_capability
73,frecuencia,1484,C_capability
73,debido,3479,C_capability
74,etapa,680,C_capability
74,extendió,80,C_capability
74,dieron,517,C_capability
74,españoles,290,C_capability
74,inicio,1399,C_capability
75,cambiar,2553,C_capability
75,malvinas,20,C_capability
75,fuera,5268,C_capability
75,archipiélago,49,C_capability
75,procure,41,C_capability
75,dinero,6096,D_decoding
75,hacerlo,3605,C_capability
75,marcharse,95,C_capability
75,prácticamente,829,C_capability
75,islas,815,C_capability
75,ello,8729,C_capability
76,década,905,C_capability
76,capital,2097,C_capability
76,año,11626,D_decoding
76,fundó,84,C_capability
77,variedad,966,C_capability
77,franceses,412,C_capability
77,vinos,296,C_capability
77,existe,4245,C_capability
77,mejores,6506,C_capability
77,considerarse,411,C_capability
77,podrían,2478,C_capability
77,gran,14941,C_capability
77,bien,17123,C_capability
77,transportar,145,C_capability
78,específicos,712,C_capability
78,posible,9481,D_decoding
78,viajes,1876,D_decoding
78,aunque,7406,C_capability
78,hoteles,6667,C_capability
78,acuerdos,2744,C_capability
78,suelen,492,C_capability
78,otro,9695,C_capability
78,tipo,9073,D_decoding
78,agentes,871,D_decoding
78,tener,10040,C_capability
78,zonas,2344,C_capability
78,campamento,242,C_capability
78,través,6609,C_capability
78,reservar,881,C_capability
78,ellos,7717,C_capability
78,alojamiento,1284,C_capability
79,realizan,387,C_capability
79,encontrar,5522,D_decoding
79,grandes,5865,C_capability
79,normalmente,776,D_decoding
79,gastan,107,C_capability
79,relojes,296,C_capability
79,ni,10246,C_capability
79,hay,24057,D_decoding
79,esfuerzos,2779,C_capability
79,general,6909,C_capability
