sent,word,freq,category
16,earth,214,C_capability
16,states,1227,D_decoding
16,team,110,C_capability
16,thermal,6,C_capability
16,often,377,C_capability
17,featured,0,A_data_gap
17,show,298,C_capability
17,amateur,3,A_data_gap
17,east,174,C_capability
17,voice,119,C_capability
17,local,224,C_capability
18,united,567,C_capability
18,received,87,C_capability
18,immediate,58,C_capability
18,earthquake,37,C_capability
18,states,1227,D_decoding
18,reports,102,D_decoding
19,negative,78,C_capability
19,aired,0,A_data_gap
19,tough,51,C_capability
19,advertisements,4,A_data_gap
19,behalf,180,C_capability
20,fifteenth,0,A_data_gap
20,finished,51,C_capability
20,velasquez,0,A_data_gap
20,ninth,6,C_capability
20,standing,89,D_decoding
20,sitting,136,C_capability
21,before,686,C_capability
21,several,205,C_capability
21,various,170,C_capability
21,simon,3,A_data_gap
21,simpsons,0,A_data_gap
22,168,2,A_data_gap
22,worst,77,D_decoding
22,crashed,8,D_decoding
22,month,141,C_capability
22,saw,211,C_capability
22,killing,39,D_decoding
22,heading,23,C_capability
22,board,108,D_decoding
22,disaster,72,D_decoding
22,last,744,C_capability
23,followed,69,C_capability
23,chhappan,0,A_data_gap
23,accompanying,9,C_capability
23,esented,0,A_data_gap
23,started,319,C_capability
23,bhog,0,A_data_gap
23,evening,49,C_capability
23,well,1120,D_decoding
24,news,128,C_capability
24,sings,8,C_capability
24,quite,248,C_capability
24,conference,134,C_capability
24,transcript,2,A_data_gap
24,cute,14,C_capability
25,railway,18,C_capability
25,roads,34,C_capability
26,way,1316,C_capability
27,event,100,C_capability
27,races,6,C_capability
27,competed,6,C_capability
27,wednesday,13,C_capability
27,carpanedo,0,A_data_gap
27,championships,3,A_data_gap
27,beyond,172,C_capability
28,crash,26,C_capability
28,happened,226,C_capability
28,freed,4,A_data_gap
28,driver,25,C_capability
29,agrees,18,C_capability
29,signed,47,C_capability
29,once,410,C_capability
29,ongoing,40,D_decoding
29,leave,204,C_capability
29,pa,2,A_data_gap
29,agreement,368,D_decoding
30,related,115,C_capability
30,said,877,C_capability
30,devices,38,C_capability
30,aware,134,C_capability
31,lavatory,0,A_data_gap
31,aged,10,C_capability
31,down,618,D_decoding
31,took,289,C_capability
31,lady,33,C_capability
31,gunned,0,A_data_gap
31,place,568,D_decoding
32,claimed,39,C_capability
32,prime,117,D_decoding
32,reign,4,A_data_gap
32,believed,46,C_capability
32,end,537,D_decoding
32,caretaker,0,A_data_gap
33,referred,47,C_capability
33,silliness,0,A_data_gap
33,political,756,C_capability
33,chatter,2,A_data_gap
34,juice,8,D_decoding
34,cabbage,0,A_data_gap
35,almost,283,D_decoding
35,reflects,21,C_capability
35,gets,118,C_capability
35,instantly,10,D_decoding
35,down,618,C_capability
36,closely,52,C_capability
36,usually,90,C_capability
36,sisters,14,D_decoding
36,family,261,D_decoding
36,related,115,D_decoding
36,females,6,C_capability
36,daughters,19,C_capability
37,before,686,C_capability
37,need,1218,C_capability
37,hasn,32,C_capability
37,changed,122,D_decoding
38,anything,287,C_capability
38,match,47,D_decoding
38,even,1274,C_capability
39,important,887,D_decoding
39,warm,26,C_capability
40,storage,19,C_capability
40,life,831,C_capability
40,early,189,C_capability
40,known,198,C_capability
40,large,320,C_capability
40,up,2086,D_decoding
40,certain,302,C_capability
40,parchment,0,A_data_gap
40,one,3037,D_decoding
40,measures,324,D_decoding
40,knows,110,D_decoding
40,rolled,6,C_capability
40,while,593,C_capability
41,weak,49,C_capability
41,revolutionary,18,C_capability
41,war,415,D_decoding
41,thirteen,10,D_decoding
41,during,309,C_capability
42,take,1117,C_capability
42,forces,143,C_capability
42,areas,334,C_capability
43,guideline,0,A_data_gap
43,ridiculed,0,A_data_gap
43,creating,150,C_capability
43,abused,11,C_capability
43,keeping,67,C_capability
43,image,105,D_decoding
43,while,593,D_decoding
43,dynamism,3,A_data_gap
43,often,377,C_capability
43,much,1072,C_capability
43,measure,97,C_capability
44,tactic,4,A_data_gap
44,warfare,13,D_decoding
44,there,3349,C_capability
44,similar,134,D_decoding
44,unrestricted,2,A_data_gap
44,since,480,C_capability
44,expected,94,C_capability
44,limited,86,C_capability
45,also,1891,C_capability
45,allowing,59,C_capability
45,succeed,55,C_capability
45,applicants,3,A_data_gap
45,successful,100,C_capability
45,open,278,D_decoding
45,occupations,5,C_capability
45,male,56,C_capability
46,egyptian,15,C_capability
46,tombs,2,A_data_gap
46,several,205,C_capability
47,expenditures,13,C_capability
47,philippines,23,D_decoding
47,themselves,278,C_capability
47,conquest,4,A_data_gap
48,car,215,C_capability
48,repairing,5,D_decoding
48,mass,86,C_capability
48,healthcare,34,C_capability
48,ownership,27,C_capability
48,techniques,28,C_capability
48,roads,34,C_capability
48,invention,27,C_capability
49,fasten,2,A_data_gap
49,ages,23,D_decoding
49,towards,238,C_capability
49,clothing,21,C_capability
49,developments,60,C_capability
49,crusades,0,A_data_gap
49,biggest,60,C_capability
49,time,1869,C_capability
49,result,279,D_decoding
49,end,537,D_decoding
49,middle,207,C_capability
50,away,336,D_decoding
50,experienced,42,C_capability
50,child,216,C_capability
50,feral,2,A_data_gap
50,running,86,C_capability
50,severe,53,C_capability
50,abuse,40,D_decoding
50,trauma,10,C_capability
51,necessities,5,C_capability
51,taken,361,C_capability
51,previously,37,C_capability
51,foster,20,C_capability
51,lacking,24,C_capability
51,provide,240,C_capability
51,supposed,73,C_capability
52,expressed,60,C_capability
52,adds,8,C_capability
52,pool,26,C_capability
53,particularly,297,C_capability
53,diuretic,0,A_data_gap
53,forcing,23,C_capability
53,up,2086,D_decoding
53,lots,70,C_capability
53,involve,47,C_capability
53,one,3037,C_capability
53,get,1108,C_capability
53,sleep,88,C_capability
53,fluid,10,C_capability
53,biorhythm,0,A_data_gap
53,prior,39,C_capability
54,battlefields,0,A_data_gap
54,asia,203,D_decoding
54,armies,6,C_capability
54,real,422,C_capability
54,next,532,D_decoding
54,fought,34,D_decoding
54,last,744,C_capability
54,proxy,3,A_data_gap
54,africa,358,D_decoding
55,grazing,2,A_data_gap
55,herds,3,A_data_gap
55,herding,0,A_data_gap
55,generally,63,C_capability
55,known,198,C_capability
55,goats,4,A_data_gap
55,adolescents,6,D_decoding
55,hills,7,C_capability
55,frequently,31,C_capability
55,tended,7,C_capability
55,goatherds,0,A_data_gap
55,widely,38,C_capability
55,children,461,C_capability
56,like,2781,C_capability
56,solution,187,C_capability
56,problems,406,C_capability
56,symptomatic,2,A_data_gap
56,however,516,C_capability
56,want,1166,C_capability
56,temporary,53,D_decoding
56,deactivate,0,A_data_gap
56,just,1906,C_capability
57,scales,11,C_capability
57,lay,42,C_capability
57,walk,97,C_capability
57,back,799,C_capability
57,claws,2,A_data_gap
57,two,1149,C_capability
57,feet,55,C_capability
58,disease,146,C_capability
58,made,881,C_capability
58,up,2086,D_decoding
58,affects,32,D_decoding
58,ms,21,C_capability
59,including,299,D_decoding
59,beings,83,C_capability
59,simply,220,C_capability
59,responses,27,C_capability
59,cues,5,C_capability
59,rhythms,3,A_data_gap
59,documented,10,C_capability
60,others,318,C_capability
60,destination,12,C_capability
60,country,822,C_capability
60,left,331,D_decoding
60,work,1118,C_capability
60,passed,66,C_capability
60,leave,204,C_capability
60,workplace,23,C_capability
60,place,568,D_decoding
60,just,1906,D_decoding
61,help,595,C_capability
61,roadway,0,A_data_gap
61,facilities,29,C_capability
62,pours,0,A_data_gap
62,planet,160,C_capability
62,out,2066,C_capability
62,amazon,13,D_decoding
62,full,275,C_capability
63,like,2781,C_capability
63,also,1891,C_capability
63,though,297,C_capability
63,theorised,0,A_data_gap
63,four,309,C_capability
63,change,663,C_capability
64,together,533,D_decoding
64,put,635,C_capability
64,fission,0,A_data_gap
64,works,140,C_capability
64,principle,160,D_decoding
64,many,1362,C_capability
64,takes,153,C_capability
65,factor,48,C_capability
65,popular,94,C_capability
65,content,93,C_capability
66,members,360,D_decoding
66,report,823,C_capability
67,intelligent,51,C_capability
67,forms,97,C_capability
67,adaptation,20,C_capability
67,although,258,C_capability
67,connotation,0,A_data_gap
67,computer,173,D_decoding
67,dealing,73,C_capability
67,branch,17,C_capability
67,science,227,D_decoding
67,ai,54,C_capability
67,fiction,23,D_decoding
67,important,887,C_capability
67,strong,210,C_capability
68,strive,12,C_capability
68,criticism,38,C_capability
68,begins,41,C_capability
68,since,480,C_capability
68,critical,82,D_decoding
68,audience,78,C_capability
68,often,377,C_capability
68,blog,10,C_capability
69,wildlife,7,D_decoding
69,comes,231,D_decoding
69,biggest,60,C_capability
70,abandon,27,D_decoding
71,timbuktu,0,A_data_gap
71,town,70,C_capability
71,impoverished,8,C_capability
71,although,258,C_capability
72,glittering,0,A_data_gap
72,skyline,0,A_data_gap
72,parade,0,A_data_gap
72,make,1304,C_capability
72,likened,2,A_data_gap
72,chart,8,C_capability
72,made,881,C_capability
72,apparent,28,C_capability
72,bar,23,C_capability
73,advisable,5,C_capability
73,inter,26,C_capability
73,advance,36,D_decoding
73,purchase,23,C_capability
73,district,16,D_decoding
74,colonization,7,D_decoding
74,period,136,C_capability
74,lasted,13,D_decoding
74,started,319,C_capability
74,spaniards,4,A_data_gap
75,prior,39,C_capability
75,nearly,55,C_capability
75,currency,101,C_capability
75,leaving,75,C_capability
75,exchange,141,C_capability
76,founded,31,D_decoding
76,official,83,C_capability
76,1959,2,A_data_gap
76,apia,0,A_data_gap
76,1850s,0,A_data_gap
76,since,480,D_decoding
77,many,1362,C_capability
77,travel,84,C_capability
77,australian,11,D_decoding
78,deals,23,C_capability
78,through,856,C_capability
78,like,2781,C_capability
78,possible,469,D_decoding
78,forms,97,C_capability
78,although,258,C_capability
78,camping,0,A_data_gap
78,find,567,C_capability
78,agent,7,D_decoding
78,grounds,38,C_capability
78,often,377,C_capability
79,guests,16,C_capability
79,absent,20,C_capability
79,usually,90,C_capability
79,hard,249,C_capability
79,make,1304,C_capability
79,spent,130,C_capability
79,typically,29,C_capability
79,efforts,197,D_decoding
79,many,1362,C_capability
80,closely,52,C_capability
80,viewing,5,C_capability
80,allow,201,D_decoding
80,giraffes,0,A_data_gap
80,equipment,37,C_capability
80,tend,53,C_capability
80,cars,79,C_capability
81,fabric,18,C_capability
81,become,481,D_decoding
81,cause,146,D_decoding
81,careful,57,D_decoding
81,allow,201,C_capability
81,cases,147,D_decoding
81,extreme,60,D_decoding
81,scorch,0,A_data_gap
81,shrinkage,2,A_data_gap
81,hot,67,D_decoding
82,keep,283,C_capability
82,sharp,24,C_capability
82,curves,10,C_capability
82,predominate,0,A_data_gap
82,country,822,C_capability
82,about,2901,D_decoding
82,re,1727,C_capability
82,narrow,47,C_capability
82,used,493,C_capability
82,grades,8,C_capability
82,driving,74,D_decoding
82,steep,8,C_capability
82,lanes,12,D_decoding
82,wits,0,A_data_gap
83,nation,89,C_capability
83,umbrella,18,C_capability
83,choose,81,D_decoding
83,term,313,D_decoding
83,food,372,C_capability
83,covering,25,C_capability
83,found,373,C_capability
83,cuisines,0,A_data_gap
83,vast,71,C_capability
83,across,270,C_capability
84,vacations,4,A_data_gap
84,occasionally,16,C_capability
84,ski,10,C_capability
84,skiing,0,A_data_gap
84,planning,61,C_capability
84,particular,338,C_capability
84,location,27,C_capability
84,entire,171,C_capability
84,around,675,D_decoding
84,known,198,C_capability
84,travelling,14,C_capability
84,bums,0,A_data_gap
84,enthusiasts,2,A_data_gap
85,paperwork,5,C_capability
85,hence,38,C_capability
85,similarly,57,C_capability
85,visas,10,C_capability
85,saving,60,D_decoding
85,having,361,C_capability
85,apply,102,D_decoding
85,need,1218,D_decoding
85,countries,1309,C_capability
85,member,841,C_capability
86,citizens,384,C_capability
86,example,486,C_capability
86,europeans,62,C_capability
86,arabs,9,D_decoding
86,one,3037,C_capability
86,face,260,C_capability
87,far,528,C_capability
87,normally,30,C_capability
87,issues,278,C_capability
87,practical,79,D_decoding
87,greater,237,C_capability
87,discussed,52,C_capability
88,back,799,C_capability
88,result,279,C_capability
88,trying,288,C_capability
88,happen,211,C_capability
89,usually,90,C_capability
89,like,2781,D_decoding
89,here,1151,C_capability
89,always,510,C_capability
89,just,1906,C_capability
89,book,224,C_capability
90,outdoors,3,A_data_gap
90,replacement,14,C_capability
90,generally,63,C_capability
91,pastime,0,A_data_gap
91,boating,0,A_data_gap
92,through,856,C_capability
92,air,187,D_decoding
92,get,1108,C_capability
92,customs,39,C_capability
92,unloading,0,A_data_gap
92,things,917,C_capability
92,freight,11,C_capability
93,moldova,12,C_capability
93,christian,63,C_capability
94,portion,8,C_capability
94,meaning,105,C_capability
94,essentially,61,C_capability
94,almost,283,C_capability
94,mass,86,C_capability
94,incalculable,4,A_data_gap
94,please,194,C_capability
94,well,1120,D_decoding
94,site,53,D_decoding
94,grave,32,C_capability
94,remember,198,C_capability
95,evaporate,2,A_data_gap
95,parisians,0,A_data_gap
95,courtesies,0,A_data_gap
95,exteriors,0,A_data_gap
95,abrupt,2,A_data_gap
95,rapidly,64,C_capability
95,display,22,C_capability
95,basic,146,C_capability
96,tomato,12,D_decoding
96,tunafish,0,A_data_gap
96,available,167,C_capability
96,dinner,52,C_capability
96,during,309,C_capability
96,condiments,0,A_data_gap
96,etc,40,D_decoding
96,simple,180,C_capability
96,oli,0,A_data_gap
96,pa,2,A_data_gap
96,amb,0,A_data_gap
96,bread,29,C_capability
97,little,642,D_decoding
97,close,177,C_capability
97,separately,11,C_capability
97,however,516,C_capability
97,hastily,0,A_data_gap
97,conclude,44,D_decoding
97,studied,41,D_decoding
97,know,1520,C_capability
97,need,1218,C_capability
97,enough,407,C_capability
97,people,2853,C_capability
98,north,147,D_decoding
98,always,510,C_capability
98,degrees,30,D_decoding
98,just,1906,C_capability
98,placed,48,C_capability
98,tropics,2,A_data_gap
98,need,1218,C_capability
98,equator,3,A_data_gap
99,celebration,15,C_capability
99,resurrection,3,A_data_gap
99,breaking,29,C_capability
99,celebrate,23,C_capability
99,christ,8,C_capability
99,during,309,D_decoding
99,stroke,13,C_capability
99,midnight,13,D_decoding
99,into,1536,C_capability
99,congregations,0,A_data_gap
99,often,377,C_capability
99,weekend,18,C_capability
99,hold,164,C_capability
