sent,word,freq,category
12,siendo,292,C_capability
12,visibles,6,C_capability
12,ministro,158,D_decoding
12,además,366,D_decoding
12,participación,145,C_capability
12,labor,59,C_capability
12,100,137,C_capability
12,canadienses,3,A_data_gap
12,recientes,73,C_capability
12,primer,591,C_capability
12,ejemplos,72,D_decoding
12,billetes,8,C_capability
12,retratos,3,A_data_gap
12,grabado,10,C_capability
12,anverso,0,A_data_gap
13,concluyó,8,C_capability
13,fueran,45,C_capability
13,alentadores,3,A_data_gap
13,sanitaria,42,C_capability
13,necesidad,283,D_decoding
13,considerados,11,C_capability
13,parte,1184,C_capability
13,gran,979,C_capability
13,positivos,36,C_capability
13,instando,0,A_data_gap
13,medicamentos,70,C_capability
13,base,245,C_capability
13,anticonceptivos,2,A_data_gap
13,esto,1945,C_capability
13,número,246,C_capability
14,emitido,16,C_capability
14,terremoto,35,C_capability
14,magnitud,28,C_capability
14,yakarta,2,A_data_gap
14,alerta,22,C_capability
14,exigida,0,A_data_gap
14,agencia,80,D_decoding
14,ninguna,241,C_capability
14,geofísica,0,A_data_gap
14,tal,527,C_capability
14,fin,465,C_capability
14,ni,633,C_capability
14,emitirá,0,A_data_gap
14,según,234,C_capability
14,alcanzó,10,C_capability
15,continúa,41,C_capability
15,siendo,292,C_capability
15,portavoz,2,A_data_gap
15,jamás,59,C_capability
15,haya,331,C_capability
15,enfrentado,12,C_capability
15,brote,12,C_capability
15,severo,6,C_capability
15,hacia,557,C_capability
15,comentó,2,A_data_gap
15,dirige,15,C_capability
15,grave,79,C_capability
16,cavidades,0,A_data_gap
16,nuestro,777,C_capability
16,grandes,472,C_capability
16,estadounidense,159,C_capability
16,arizona,5,D_decoding
16,sostuvo,8,C_capability
16,usgs,0,A_data_gap
16,servicio,117,C_capability
16,equipo,139,C_capability
16,estable,34,C_capability
16,planeta,174,D_decoding
16,profundas,31,C_capability
16,regular,27,C_capability
16,bien,1045,C_capability
16,tan,920,C_capability
16,arqueología,3,A_data_gap
16,suelen,39,C_capability
16,consistente,17,C_capability
16,bastante,245,C_capability
16,sostener,35,C_capability
16,geológico,5,D_decoding
16,norte,190,D_decoding
16,comportamiento,105,C_capability
16,térmico,0,A_data_gap
16,cuevas,2,A_data_gap
16,cushing,0,A_data_gap
16,glen,0,A_data_gap
16,flagstaff,0,A_data_gap
16,universidad,133,D_decoding
16,suelo,94,C_capability
17,originalmente,7,D_decoding
17,doblaje,0,A_data_gap
17,programa,351,D_decoding
17,tejas,4,A_data_gap
17,contó,23,C_capability
17,aficionados,8,C_capability
17,locales,143,C_capability
18,estados,1699,D_decoding
18,geológico,5,C_capability
18,reportado,0,A_data_gap
18,sísmica,0,A_data_gap
18,usgs,0,A_data_gap
18,servicio,117,C_capability
18,daños,38,C_capability
18,forma,891,C_capability
18,directa,60,C_capability
18,han,1682,C_capability
18,unidos,878,D_decoding
18,ni,633,C_capability
19,duras,12,C_capability
19,llegaron,34,C_capability
19,palabras,306,D_decoding
19,anuncios,7,C_capability
19,negativos,14,C_capability
19,después,874,D_decoding
19,representación,38,C_capability
19,elogió,0,A_data_gap
19,rommey,0,A_data_gap
19,cuya,70,C_capability
19,difundieron,0,A_data_gap
19,contra,829,D_decoding
19,campaña,101,C_capability
19,lanzó,6,C_capability
20,zelanda,15,D_decoding
20,finalizó,2,A_data_gap
20,posición,212,C_capability
20,número,246,C_capability
20,velásquez,0,A_data_gap
20,puesto,207,C_capability
20,masculino,15,C_capability
20,sentado,53,C_capability
20,obtuvo,14,C_capability
20,nueva,517,D_decoding
20,masculina,6,C_capability
20,categoría,34,C_capability
20,nueve,42,C_capability
20,quince,30,C_capability
21,puestos,77,C_capability
21,había,732,C_capability
21,empleos,74,C_capability
21,otros,839,C_capability
21,previamente,7,C_capability
21,espectáculos,6,C_capability
21,distintos,99,C_capability
21,televisivos,0,A_data_gap
21,tenido,224,C_capability
21,simpson,0,A_data_gap
22,catástrofes,25,C_capability
22,bordo,10,C_capability
22,deceso,0,A_data_gap
22,pasado,463,D_decoding
22,peores,31,C_capability
22,irán,152,C_capability
22,aéreas,14,C_capability
22,estrelló,5,C_capability
22,años,1610,C_capability
22,línea,178,C_capability
22,dirección,133,C_capability
22,causando,15,C_capability
22,pasajeros,30,C_capability
22,mes,161,D_decoding
22,vivió,8,C_capability
23,junto,206,C_capability
23,evento,25,C_capability
23,chhappan,0,A_data_gap
23,siguió,30,C_capability
23,inauguró,2,A_data_gap
23,cantante,7,D_decoding
23,fue,1260,C_capability
23,bhajan,0,A_data_gap
23,bhog,0,A_data_gap
23,interpretó,4,A_data_gap
24,él,1019,C_capability
24,bastante,245,C_capability
24,rueda,9,C_capability
24,cantaba,0,A_data_gap
24,bonita,16,C_capability
24,transcripción,0,A_data_gap
24,prensa,66,C_capability
24,además,366,C_capability
24,ella,756,C_capability
24,según,234,D_decoding
25,fueron,259,C_capability
25,noto,0,A_data_gap
25,interrumpido,4,A_data_gap
25,afectadas,22,C_capability
25,vio,54,C_capability
25,prefectura,3,A_data_gap
25,dañadas,0,A_data_gap
25,aeropuerto,24,D_decoding
25,permanece,15,C_capability
25,algunas,400,D_decoding
25,trenes,19,C_capability
25,zonas,145,D_decoding
25,rutas,19,D_decoding
25,cerrado,23,C_capability
26,tratan,38,C_capability
26,igual,226,C_capability
26,digo,136,C_capability
26,ustedes,217,C_capability
26,gente,1029,D_decoding
26,tratamos,28,C_capability
26,único,281,C_capability
27,aparte,42,C_capability
27,carreras,15,C_capability
27,campeonato,11,C_capability
27,competencia,228,C_capability
27,participó,3,A_data_gap
27,miércoles,14,C_capability
28,carretera,41,C_capability
28,tt,0,A_data_gap
28,produjo,41,C_capability
28,accidente,79,D_decoding
28,temporalmente,13,C_capability
28,interior,143,C_capability
28,conductor,17,C_capability
28,rojo,43,C_capability
28,mientras,569,C_capability
28,audi,0,A_data_gap
28,servicios,329,D_decoding
28,sacaban,0,A_data_gap
29,acuerdo,695,C_capability
29,constante,43,C_capability
29,firme,43,C_capability
29,diez,119,C_capability
29,acepta,11,C_capability
29,exige,54,C_capability
29,solo,1052,C_capability
29,cinco,246,C_capability
29,militar,126,D_decoding
29,presencia,92,D_decoding
29,mientras,569,C_capability
29,vez,1583,D_decoding
30,meti,0,A_data_gap
30,comercio,262,C_capability
30,registrado,12,C_capability
30,industria,192,D_decoding
30,ministerio,14,C_capability
30,involucraban,0,A_data_gap
30,haber,450,C_capability
30,aparatos,17,C_capability
30,informó,13,C_capability
30,economía,460,D_decoding
30,japonés,54,C_capability
31,ir,320,C_capability
31,lugar,1066,D_decoding
31,acribillado,0,A_data_gap
31,fotógrafos,4,A_data_gap
31,tarde,241,D_decoding
31,anciana,6,C_capability
31,ocuparon,3,A_data_gap
31,baño,56,C_capability
32,interina,0,A_data_gap
32,pasar,166,C_capability
32,ii,24,C_capability
32,sostuvo,8,C_capability
32,isabel,4,A_data_gap
32,federales,16,C_capability
32,elecciones,174,D_decoding
32,campaña,101,D_decoding
32,vez,1583,C_capability
32,primera,511,C_capability
32,australia,51,C_capability
32,consideraba,12,C_capability
32,república,95,C_capability
32,mandato,65,C_capability
32,finalizado,4,A_data_gap
32,reina,23,C_capability
32,ministra,21,D_decoding
32,durante,771,D_decoding
33,habladuría,0,A_data_gap
33,política,1081,C_capability
33,boberías,0,A_data_gap
33,calificó,6,C_capability
33,rumores,9,D_decoding
34,jugo,7,C_capability
34,col,0,A_data_gap
34,denomina,5,C_capability
34,química,43,C_capability
34,usted,296,C_capability
34,elaborar,38,C_capability
34,sustancia,17,C_capability
34,esto,1945,C_capability
34,puede,1770,D_decoding
34,utilizando,43,C_capability
35,refleja,43,C_capability
35,llamada,110,C_capability
35,instantánea,4,A_data_gap
35,casi,374,C_capability
35,satélite,20,D_decoding
35,forma,891,C_capability
35,vuelta,71,C_capability
36,hembras,5,C_capability
36,entre,1557,C_capability
36,hace,1049,C_capability
36,relacionan,3,A_data_gap
36,sí,635,D_decoding
36,estrechamente,25,C_capability
36,gran,979,C_capability
36,hermanas,14,C_capability
36,general,372,C_capability
37,precisan,4,A_data_gap
37,pasado,463,C_capability
37,cambios,161,D_decoding
37,han,1682,C_capability
37,aún,479,C_capability
37,producido,50,C_capability
37,población,261,D_decoding
38,él,1019,C_capability
38,amenaza,131,C_capability
38,criatura,15,C_capability
38,entrara,3,A_data_gap
38,ni,633,C_capability
38,siquiera,136,C_capability
38,atacaba,0,A_data_gap
38,enorme,128,C_capability
38,cualquier,533,C_capability
38,tan,920,C_capability
39,cálido,7,C_capability
39,mayor,698,C_capability
39,importancia,240,D_decoding
40,desconoce,4,A_data_gap
40,pulgadas,0,A_data_gap
40,enrollado,0,A_data_gap
40,aunque,507,D_decoding
40,confeccionado,0,A_data_gap
40,redactó,2,A_data_gap
40,cierta,89,C_capability
40,guardado,3,A_data_gap
40,enorme,128,C_capability
40,quién,253,C_capability
40,apenas,111,C_capability
40,ciencia,184,C_capability
40,sabe,182,D_decoding
40,mide,18,C_capability
40,fue,1260,C_capability
40,pergamino,0,A_data_gap
41,componente,21,D_decoding
41,bajo,328,C_capability
41,revolución,95,D_decoding
41,principio,260,C_capability
41,gobierno,647,C_capability
41,guerra,422,D_decoding
41,trece,14,C_capability
41,artículos,36,C_capability
41,endeble,3,A_data_gap
41,central,175,C_capability
41,confederación,8,C_capability
41,durante,771,D_decoding
41,congreso,74,C_capability
41,único,281,D_decoding
42,litoral,6,C_capability
42,taiwán,20,C_capability
42,tomó,43,C_capability
42,declaró,23,D_decoding
42,dinastía,7,C_capability
42,1885,0,A_data_gap
42,nórdica,5,C_capability
42,control,297,D_decoding
42,provincia,12,C_capability
42,occidental,74,C_capability
42,región,233,C_capability
42,última,202,C_capability
42,imperio,21,D_decoding
42,ejército,80,C_capability
42,dependiente,7,C_capability
43,permite,151,C_capability
43,burlas,0,A_data_gap
43,veces,465,D_decoding
43,muchas,562,C_capability
43,cierto,316,C_capability
43,constantes,6,C_capability
43,regla,38,C_capability
43,dinamismo,4,A_data_gap
43,objeto,146,C_capability
43,sencilla,41,C_capability
43,vez,1583,C_capability
43,pauta,0,A_data_gap
43,dar,364,C_capability
43,ridiculizada,0,A_data_gap
43,genera,41,C_capability
43,tercios,18,C_capability
43,ha,2985,C_capability
43,imágenes,93,C_capability
44,pensaba,66,C_capability
44,recibido,51,C_capability
44,reducida,14,C_capability
44,submarina,2,A_data_gap
44,irrestricta,0,A_data_gap
44,similar,103,D_decoding
44,reacción,59,C_capability
44,alemania,143,C_capability
44,táctica,8,C_capability
44,frente,274,C_capability
44,haber,450,C_capability
44,contra,829,C_capability
44,encontrarse,7,C_capability
45,masculinos,5,C_capability
45,éxito,222,C_capability
45,estuvieron,21,C_capability
45,abiertos,24,C_capability
45,ambiciosos,20,C_capability
45,luego,490,C_capability
45,asimismo,86,C_capability
45,permitió,32,D_decoding
45,prestigiosos,0,A_data_gap
45,puestos,77,C_capability
45,candidatos,70,C_capability
46,tumbas,3,A_data_gap
46,mayor,698,D_decoding
46,pirámide,5,D_decoding
46,numerosas,34,C_capability
46,muertos,44,D_decoding
46,pirámides,6,C_capability
46,guiza,0,A_data_gap
46,egipto,46,C_capability
46,esfinge,0,A_data_gap
46,gran,979,C_capability
46,necrópolis,0,A_data_gap
46,cuales,118,D_decoding
46,tamaño,106,C_capability
46,pequeñas,144,C_capability
46,meseta,2,A_data_gap
46,valle,14,C_capability
46,templos,3,A_data_gap
47,propio,195,C_capability
47,guerra,422,C_capability
47,pagó,5,C_capability
47,pueblo,198,C_capability
47,filipino,0,A_data_gap
48,nuevas,287,D_decoding
48,mayor,698,D_decoding
48,desarrollo,750,C_capability
48,masivo,22,C_capability
48,incidencia,10,D_decoding
48,dañados,2,A_data_gap
48,tránsito,17,C_capability
48,reparar,16,C_capability
48,conduce,29,C_capability
48,uso,301,C_capability
48,genera,41,C_capability
48,campo,141,C_capability
48,cuerpos,36,C_capability
48,salud,425,D_decoding
48,técnicas,57,C_capability
48,accidentes,26,D_decoding
48,automóviles,23,C_capability
49,botones,4,A_data_gap
49,europa,991,C_capability
49,media,105,D_decoding
49,hacia,557,D_decoding
49,uno,1036,C_capability
49,empezó,87,C_capability
49,prendas,5,C_capability
49,usar,225,D_decoding
49,cruzadas,5,C_capability
49,abrochar,0,A_data_gap
49,significativos,26,C_capability
49,propio,195,C_capability
49,desarrollar,125,D_decoding
49,fines,80,C_capability
49,época,95,D_decoding
49,edad,160,C_capability
49,personas,1278,D_decoding
49,fue,1260,C_capability
49,comenzaron,34,C_capability
49,producto,95,C_capability
49,avances,85,C_capability
50,abandonados,6,D_decoding
50,antes,728,D_decoding
50,sufrido,28,C_capability
50,posible,495,C_capability
50,situaciones,65,C_capability
50,infantil,42,C_capability
50,huyeran,0,A_data_gap
50,salvajes,18,C_capability
50,traumáticas,0,A_data_gap
50,hayan,105,C_capability
50,grave,79,C_capability
51,necesidades,115,D_decoding
51,fueron,259,C_capability
51,acogimiento,0,A_data_gap
51,cubrir,29,C_capability
51,familiar,44,C_capability
51,hogar,61,D_decoding
51,anterioridad,4,A_data_gap
51,objetivo,302,C_capability
51,atendidas,0,A_data_gap
51,recogidos,9,C_capability
52,selección,43,C_capability
52,remueve,0,A_data_gap
52,proceso,391,C_capability
52,incorpora,6,C_capability
52,mutación,4,A_data_gap
52,variaciones,7,D_decoding
52,conjunto,177,C_capability
52,nueva,517,D_decoding
53,diurético,0,A_data_gap
53,otras,606,D_decoding
53,conocido,63,C_capability
53,consisten,5,C_capability
53,basan,28,C_capability
53,obligará,2,A_data_gap
53,té,28,D_decoding
53,acostarse,4,A_data_gap
53,especial,170,C_capability
53,líquido,16,C_capability
53,antes,728,D_decoding
53,orinar,2,A_data_gap
53,ritmo,72,C_capability
53,biológico,11,C_capability
53,beber,27,C_capability
53,mucho,1042,D_decoding
53,levantarse,10,C_capability
53,opciones,80,D_decoding
54,muchos,785,C_capability
54,asia,202,C_capability
54,desde,1067,C_capability
54,áfrica,291,C_capability
54,afganistán,88,C_capability
54,campos,47,C_capability
54,entre,1557,C_capability
54,hasta,935,D_decoding
54,través,357,D_decoding
54,milicias,8,C_capability
54,substitutas,0,A_data_gap
54,combatida,0,A_data_gap
54,sitios,57,C_capability
54,verdad,363,C_capability
54,extendería,2,A_data_gap
54,batalla,44,C_capability
55,domésticas,7,C_capability
55,colinas,6,C_capability
55,otras,606,D_decoding
55,métodos,56,D_decoding
55,reunidas,0,A_data_gap
55,pastor,11,C_capability
55,vagaban,0,A_data_gap
55,semejante,33,C_capability
55,frecuencia,101,C_capability
55,rebaños,2,A_data_gap
55,general,372,D_decoding
55,cabras,3,A_data_gap
55,zonas,145,C_capability
55,aún,479,C_capability
55,utilizan,40,C_capability
55,solían,13,C_capability
55,actualidad,78,C_capability
55,popular,107,C_capability
55,pastores,4,A_data_gap
55,pastoreo,0,A_data_gap
55,cuidadas,0,A_data_gap
56,casos,211,D_decoding
56,muchos,785,D_decoding
56,asintomático,0,A_data_gap
56,solamente,128,C_capability
56,deberíamos,154,C_capability
56,problemas,546,D_decoding
56,intentar,75,C_capability
56,temporal,41,C_capability
56,busca,64,C_capability
56,situación,499,C_capability
56,desactivarlos,0,A_data_gap
57,igual,226,C_capability
57,patas,16,C_capability
57,garras,5,C_capability
57,extremidades,8,C_capability
57,traseras,0,A_data_gap
57,huevos,23,C_capability
57,ponen,41,C_capability
57,desplazan,4,A_data_gap
57,sobre,2942,C_capability
57,rex,4,A_data_gap
57,escamadas,0,A_data_gap
58,óptico,4,A_data_gap
58,médula,14,C_capability
58,objeto,146,C_capability
58,ataque,59,C_capability
58,sistema,694,C_capability
58,esclerosis,7,C_capability
58,unión,1116,C_capability
58,nervioso,20,C_capability
58,múltiple,8,C_capability
58,nervio,5,C_capability
58,cerebro,202,D_decoding
58,espinal,5,C_capability
59,tratan,38,C_capability
59,hongos,4,A_data_gap
59,estímulos,7,C_capability
59,ritmos,6,D_decoding
59,reacciones,20,C_capability
59,casi,374,C_capability
59,incluso,613,C_capability
59,periódicos,23,C_capability
59,regulares,8,C_capability
59,registrado,12,C_capability
59,seres,119,C_capability
59,externos,25,C_capability
59,vivos,44,D_decoding
59,bacterias,28,C_capability
60,pequeños,145,C_capability
60,otras,606,C_capability
60,empleos,74,C_capability
60,mañana,281,D_decoding
60,ir,320,D_decoding
60,cruzarse,2,A_data_gap
60,hacia,557,C_capability
60,abandonan,2,A_data_gap
60,cuyos,36,C_capability
60,suelen,39,C_capability
60,acaban,23,C_capability
60,personas,1278,D_decoding
60,lugar,1066,D_decoding
60,encuentran,104,D_decoding
60,trabajos,76,C_capability
60,automóviles,23,C_capability
61,dispositivos,31,C_capability
61,dichas,42,C_capability
61,tanto,871,C_capability
61,diseño,126,C_capability
61,planeamiento,0,A_data_gap
61,operaciones,48,D_decoding
61,facilitan,2,A_data_gap
61,viales,0,A_data_gap
62,océanos,31,C_capability
62,amazonas,5,D_decoding
62,deriva,21,C_capability
62,desemboca,0,A_data_gap
62,ciento,113,D_decoding
62,mundo,1702,C_capability
62,total,146,C_capability
62,proveniente,6,C_capability
63,similitud,3,A_data_gap
63,nuevas,287,C_capability
63,ello,468,D_decoding
63,mayor,698,C_capability
63,mismo,886,D_decoding
63,tiempo,1173,D_decoding
63,gaseoso,0,A_data_gap
63,cosas,918,D_decoding
63,transforman,5,C_capability
63,solo,1052,C_capability
63,tenía,385,C_capability
63,idéntico,2,A_data_gap
63,guardaba,0,A_data_gap
63,sólido,30,C_capability
63,vemos,146,C_capability
63,conforman,4,A_data_gap
63,teoría,96,C_capability
64,cantidad,196,D_decoding
64,conformar,0,A_data_gap
64,atómica,7,C_capability
64,requiere,91,D_decoding
64,protones,5,C_capability
64,neutrones,0,A_data_gap
64,principio,260,D_decoding
64,gran,979,C_capability
64,opera,7,C_capability
65,necesidades,115,C_capability
65,conocidas,9,C_capability
65,teorías,19,C_capability
65,factores,93,C_capability
65,dos,1128,D_decoding
65,jerarquía,16,C_capability
66,miembro,163,C_capability
66,grupo,498,D_decoding
66,estándares,29,D_decoding
66,reporta,2,A_data_gap
66,cargo,81,C_capability
66,integrante,7,C_capability
66,equipo,139,C_capability
66,gestión,162,C_capability
66,invisible,18,D_decoding
66,fija,12,C_capability
67,especialidad,4,A_data_gap
67,inteligencia,119,C_capability
67,encarga,3,A_data_gap
67,aprendizaje,61,C_capability
67,relevancia,12,C_capability
67,dentro,381,C_capability
67,informática,16,C_capability
67,bien,1045,C_capability
67,máquina,69,C_capability
67,asocia,5,C_capability
67,comportamiento,105,C_capability
67,inteligente,60,C_capability
67,artificial,50,D_decoding
67,mucho,1042,C_capability
67,ficción,27,D_decoding
68,lectores,11,C_capability
68,suelen,39,C_capability
68,escritor,19,C_capability
68,blogs,13,C_capability
68,critican,6,C_capability
68,fin,465,C_capability
68,empieza,74,C_capability
68,críticas,38,C_capability
68,debido,250,C_capability
68,esforzarse,13,C_capability
68,redacción,21,C_capability
69,mismo,886,D_decoding
69,vida,949,C_capability
69,sí,635,C_capability
69,mucho,1042,C_capability
69,hablamos,60,C_capability
69,silvestre,7,C_capability
70,destruida,5,C_capability
70,acaecimiento,0,A_data_gap
70,terremoto,35,C_capability
70,después,874,C_capability
70,fue,1260,D_decoding
70,portugueses,6,D_decoding
70,nombre,319,D_decoding
70,reconstruida,0,A_data_gap
70,abandonaron,7,C_capability
71,turístico,6,C_capability
71,tombuctú,0,A_data_gap
71,sea,803,C_capability
71,hoy,825,C_capability
71,atractivo,25,C_capability
71,aún,479,C_capability
71,cuenta,622,C_capability
71,empobrecida,5,C_capability
71,bien,1045,C_capability
72,edificaciones,0,A_data_gap
72,evidencia,62,C_capability
72,delimitan,0,A_data_gap
72,luminoso,2,A_data_gap
72,despliegue,9,C_capability
72,gráfico,16,C_capability
72,horizonte,16,C_capability
72,barras,0,A_data_gap
72,puerto,22,C_capability
73,autobuses,13,C_capability
73,llenos,10,D_decoding
73,boleto,3,A_data_gap
73,entre,1557,C_capability
73,adquirir,31,C_capability
73,recomendable,4,A_data_gap
73,anticipación,3,A_data_gap
73,distritos,5,C_capability
73,pasajeros,30,C_capability
73,están,1256,C_capability
73,frecuencia,101,C_capability
73,debido,250,C_capability
74,extendió,3,A_data_gap
74,inicio,52,C_capability
74,etapa,29,C_capability
74,dieron,55,C_capability
75,antes,728,D_decoding
75,cambiar,233,C_capability
75,malvinas,0,A_data_gap
75,fuera,366,C_capability
75,archipiélago,2,A_data_gap
75,procure,2,A_data_gap
75,dinero,458,D_decoding
75,hacerlo,302,C_capability
75,marcharse,5,C_capability
75,prácticamente,56,C_capability
75,islas,42,C_capability
75,ello,468,C_capability
76,samoa,0,A_data_gap
76,desde,1067,D_decoding
76,1959,2,A_data_gap
76,año,761,D_decoding
76,capital,179,C_capability
76,década,108,C_capability
76,fundó,6,C_capability
77,australia,51,C_capability
77,variedad,33,C_capability
77,existe,301,C_capability
77,mejores,166,C_capability
77,considerarse,22,C_capability
77,podrían,235,C_capability
77,gran,979,C_capability
77,bien,1045,C_capability
77,transportar,9,C_capability
78,específicos,24,C_capability
78,posible,495,D_decoding
78,viajes,37,D_decoding
78,aunque,507,C_capability
78,hoteles,6,C_capability
78,acuerdos,163,C_capability
78,suelen,39,C_capability
78,otro,668,C_capability
78,tipo,582,D_decoding
78,agentes,43,D_decoding
78,tener,756,C_capability
78,zonas,145,C_capability
78,campamento,11,C_capability
78,través,357,C_capability
78,reservar,6,C_capability
78,ellos,649,C_capability
78,alojamiento,6,C_capability
79,realizan,11,C_capability
79,encontrar,288,D_decoding
79,grandes,472,C_capability
79,normalmente,57,D_decoding
79,gastan,9,C_capability
79,relojes,5,C_capability
79,ni,633,C_capability
79,hay,1794,D_decoding
79,esfuerzos,172,C_capability
79,general,372,C_capability
80,suelen,39,C_capability
80,hará,70,C_capability
80,estándar,27,C_capability
80,posible,495,C_capability
80,aproximarse,0,A_data_gap
80,equipo,139,D_decoding
80,elefantes,24,C_capability
80,algunos,682,D_decoding
80,vehículos,59,C_capability
80,jirafas,0,A_data_gap
81,casos,211,C_capability
81,extremos,16,D_decoding
81,caliente,31,C_capability
81,tela,13,C_capability
81,quemarse,0,A_data_gap
81,procure,2,A_data_gap
81,dejar,175,C_capability
81,demasiado,299,C_capability
81,encogerse,0,A_data_gap
81,podría,603,C_capability
82,curvas,14,C_capability
82,conducir,40,C_capability
82,suele,39,C_capability
82,estrechos,11,C_capability
82,cerradas,14,C_capability
82,usted,296,C_capability
82,muchas,562,C_capability
82,pronunciadas,0,A_data_gap
82,manténgase,0,A_data_gap
82,carreteras,30,C_capability
82,alerta,22,C_capability
82,rurales,46,C_capability
82,carriles,9,C_capability
82,pendientes,14,C_capability
82,existen,178,C_capability
83,regionales,76,D_decoding
83,gastronomía,3,A_data_gap
83,indonesia,33,C_capability
83,expresión,71,C_capability
83,elegir,62,C_capability
83,distribuyen,3,A_data_gap
83,gran,979,C_capability
83,genérica,3,A_data_gap
83,cocinas,2,A_data_gap
83,islas,42,C_capability
83,abarca,20,C_capability
83,país,834,D_decoding
83,dónde,218,C_capability
84,muchos,785,D_decoding
84,vacaciones,40,C_capability
84,ocasiones,69,C_capability
84,sitio,81,C_capability
84,amantes,3,A_data_gap
84,organizan,2,A_data_gap
84,principal,152,C_capability
84,viaje,86,C_capability
84,esquiar,0,A_data_gap
84,adeptos,3,A_data_gap
84,base,245,C_capability
84,específico,32,C_capability
84,actividad,118,D_decoding
84,llamados,26,C_capability
84,completamente,135,C_capability
84,esquí,2,A_data_gap
85,gestionar,25,C_capability
85,manera,765,C_capability
85,tiempo,1173,D_decoding
85,papeleo,2,A_data_gap
85,contar,81,C_capability
85,misma,385,D_decoding
85,ahorrará,3,A_data_gap
85,permisos,7,C_capability
85,miembros,840,C_capability
85,ello,468,C_capability
85,precisa,30,C_capability
85,separado,23,C_capability
85,dinero,458,D_decoding
85,visado,6,C_capability
85,espacio,253,C_capability
86,europeo,768,C_capability
86,norteamericano,24,C_capability
86,árabe,65,D_decoding
86,distintas,70,C_capability
86,enfrentar,51,C_capability
86,podría,603,C_capability
86,visitante,0,A_data_gap
