sent,word,freq,category
10,parece,4026,C_capability
10,aún,4056,C_capability
10,reducido,351,C_capability
10,formas,1382,C_capability
10,333,7,C_capability
11,estado,6849,C_capability
11,cadáver,70,C_capability
11,parecía,423,C_capability
11,manifestó,68,C_capability
11,allí,2346,C_capability
11,haber,3419,C_capability
11,alrededor,1451,C_capability
12,estados,14922,C_capability
12,tuvo,926,C_capability
12,dólares,1834,C_capability
12,nuevos,2858,D_decoding
12,siendo,2520,C_capability
12,visibles,79,C_capability
12,ministro,1381,D_decoding
12,además,4569,D_decoding
12,participación,1446,C_capability
12,labor,706,C_capability
12,canadienses,44,C_capability
12,recientes,598,C_capability
12,primer,4928,C_capability
12,ejemplos,589,D_decoding
12,billetes,217,C_capability
12,retratos,36,C_capability
12,grabado,58,C_capability
12,anverso,2,A_data_gap
13,concluyó,68,C_capability
13,fueran,341,C_capability
13,alentadores,19,C_capability
13,sanitaria,336,C_capability
13,considerados,124,C_capability
13,parte,10957,C_capability
13,gran,8826,C_capability
13,hombres,2117,C_capability
13,mujeres,4202,C_capability
13,positivos,368,C_capability
13,instando,15,C_capability
13,medicamentos,705,C_capability
13,base,2742,C_capability
13,anticonceptivos,28,C_capability
13,esto,15654,C_capability
13,número,2738,C_capability
14,emitido,100,C_capability
14,terremoto,161,C_capability
14,magnitud,205,C_capability
14,yakarta,25,C_capability
14,alerta,179,C_capability
14,exigida,15,C_capability
14,agencia,791,C_capability
14,ninguna,2234,C_capability
14,tal,4505,C_capability
14,fin,4565,C_capability
14,ni,5762,C_capability
14,emitirá,11,C_capability
14,según,2489,C_capability
14,alcanzó,113,C_capability
15,continúa,398,C_capability
15,siendo,2520,C_capability
15,sans,9,D_decoding
15,frontiere,0,A_data_gap
15,portavoz,65,C_capability
15,jamás,488,C_capability
15,haya,3452,C_capability
15,enfrentado,53,C_capability
15,brote,86,C_capability
15,severo,45,C_capability
15,richard,149,D_decoding
15,medecines,0,A_data_gap
15,hacia,4232,C_capability
15,comentó,29,C_capability
15,dirige,185,C_capability
16,cavidades,6,C_capability
16,nuestro,7610,C_capability
16,grandes,3656,C_capability
16,estadounidense,1024,C_capability
16,arizona,44,D_decoding
16,sostuvo,47,C_capability
16,usgs,0,A_data_gap
16,servicio,2368,C_capability
16,equipo,1633,C_capability
16,estable,311,C_capability
16,planeta,971,D_decoding
16,profundas,236,C_capability
16,regular,363,C_capability
16,bien,9507,C_capability
16,tan,7078,C_capability
16,arqueología,17,C_capability
16,suelen,310,C_capability
16,consistente,125,C_capability
16,bastante,1779,C_capability
16,sostener,182,C_capability
16,geológico,17,D_decoding
16,norte,1456,D_decoding
16,comportamiento,706,C_capability
16,térmico,48,C_capability
16,cuevas,50,C_capability
16,cushing,2,A_data_gap
16,glen,16,D_decoding
16,flagstaff,0,A_data_gap
16,universidad,932,D_decoding
16,suelo,711,C_capability
17,originalmente,90,D_decoding
17,doblaje,2,A_data_gap
17,programa,3925,D_decoding
17,tejas,17,C_capability
17,contó,136,C_capability
17,aficionados,92,C_capability
17,locales,1159,C_capability
18,estados,14922,D_decoding
18,geológico,17,C_capability
18,reportado,13,C_capability
18,sísmica,8,C_capability
18,usgs,0,A_data_gap
18,servicio,2368,C_capability
18,daños,490,C_capability
18,forma,8006,C_capability
18,directa,600,C_capability
18,han,15184,C_capability
18,unidos,5633,D_decoding
18,ni,5762,C_capability
19,duras,138,C_capability
19,llegaron,208,C_capability
19,palabras,2243,D_decoding
19,anuncios,218,C_capability
19,negativos,256,C_capability
19,después,6711,D_decoding
19,representación,373,C_capability
19,elogió,9,C_capability
19,rommey,0,A_data_gap
19,cuya,757,C_capability
19,difundieron,4,A_data_gap
19,campaña,833,C_capability
19,lanzó,117,C_capability
20,zelanda,97,C_capability
20,posición,2290,C_capability
20,número,2738,C_capability
20,velásquez,0,A_data_gap
20,puesto,2159,C_capability
20,masculino,75,C_capability
20,sentado,322,C_capability
20,obtuvo,129,C_capability
20,nueva,4783,D_decoding
20,masculina,40,C_capability
20,categoría,628,C_capability
20,nueve,365,C_capability
20,quince,321,C_capability
21,puestos,932,C_capability
21,había,4701,C_capability
21,empleos,527,C_capability
21,otros,7798,C_capability
21,previamente,162,D_decoding
21,espectáculos,50,C_capability
21,distintos,823,C_capability
21,televisivos,5,C_capability
21,tenido,1893,C_capability
21,simpson,33,C_capability
22,catástrofes,202,C_capability
22,bordo,170,C_capability
22,deceso,2,A_data_gap
22,peores,207,C_capability
22,avión,567,D_decoding
22,irán,994,C_capability
22,armenia,104,D_decoding
22,aéreas,309,C_capability
22,estrelló,15,C_capability
22,años,12016,C_capability
22,línea,2006,C_capability
22,dirección,1697,C_capability
22,causando,109,C_capability
22,pasajeros,433,C_capability
22,mes,1378,D_decoding
22,vivió,73,C_capability
23,junto,1796,C_capability
23,evento,329,C_capability
23,chhappan,0,A_data_gap
23,siguió,164,C_capability
23,inauguró,17,C_capability
23,cantante,64,D_decoding
23,fue,8552,C_capability
23,bhajan,2,A_data_gap
23,bhog,0,A_data_gap
23,interpretó,16,C_capability
24,él,5872,C_capability
24,bastante,1779,C_capability
24,rueda,143,C_capability
24,cantaba,18,C_capability
24,bonita,177,C_capability
24,transcripción,13,C_capability
24,prensa,648,C_capability
24,además,4569,C_capability
24,ella,4543,C_capability
24,según,2489,D_decoding
25,fueron,2016,C_capability
25,interrumpido,44,C_capability
25,afectadas,296,C_capability
25,vio,402,C_capability
25,servicio,2368,D_decoding
25,prefectura,18,C_capability
25,dañadas,22,C_capability
25,aeropuerto,503,D_decoding
25,permanece,127,C_capability
25,algunas,3379,D_decoding
25,trenes,179,C_capability
25,zonas,1310,D_decoding
25,rutas,242,D_decoding
25,cerrado,265,C_capability
26,igual,1941,C_capability
26,digo,1007,C_capability
26,ustedes,2107,C_capability
26,gente,5345,D_decoding
26,tratamos,187,C_capability
26,único,2315,C_capability
27,aparte,384,C_capability
27,carreras,191,C_capability
27,campeonato,95,C_capability
27,competencia,1999,C_capability
27,participó,56,C_capability
27,miércoles,229,C_capability
28,carretera,416,C_capability
28,tt,12,D_decoding
28,produjo,249,C_capability
28,accidente,401,D_decoding
28,temporalmente,100,C_capability
28,interior,1865,C_capability
28,cerrada,147,C_capability
28,conductor,166,C_capability
28,rojo,454,C_capability
28,mientras,4447,C_capability
28,audi,17,C_capability
28,servicios,4549,D_decoding
28,sacaban,5,C_capability
29,acuerdo,7423,C_capability
29,constante,467,C_capability
29,firme,527,C_capability
29,diez,1097,C_capability
29,acepta,310,C_capability
29,exige,512,C_capability
29,solo,8703,C_capability
29,cinco,1876,C_capability
29,militar,1023,D_decoding
29,presencia,844,D_decoding
29,mientras,4447,C_capability
29,vez,11527,D_decoding
30,meti,0,A_data_gap
30,comercio,2404,C_capability
30,registrado,186,C_capability
30,industria,1848,D_decoding
30,ministerio,245,C_capability
30,involucraban,5,C_capability
30,haber,3419,C_capability
30,aparatos,162,C_capability
30,informó,99,C_capability
30,economía,3338,D_decoding
30,japonés,210,C_capability
31,ir,2411,C_capability
31,lugar,9359,D_decoding
31,acribillado,0,A_data_gap
31,fotógrafos,37,C_capability
31,tarde,1853,D_decoding
31,anciana,40,C_capability
31,ocuparon,17,C_capability
31,baño,700,C_capability
31,necesitaba,230,D_decoding
32,australia,325,C_capability
32,consideraba,91,C_capability
32,interina,11,C_capability
32,pasar,1297,C_capability
32,república,983,C_capability
32,mandato,628,C_capability
32,sostuvo,47,C_capability
32,isabel,37,C_capability
32,finalizado,55,C_capability
32,ministra,135,D_decoding
32,federales,118,C_capability
32,durante,7283,C_capability
32,elecciones,1526,D_decoding
32,campaña,833,D_decoding
32,vez,11527,C_capability
32,primera,4130,C_capability
33,habladuría,0,A_data_gap
33,política,10606,C_capability
33,boberías,0,A_data_gap
33,calificó,31,D_decoding
33,rumores,74,D_decoding
34,jugo,55,C_capability
34,col,26,C_capability
34,ph,41,D_decoding
34,química,228,C_capability
34,denomina,75,C_capability
34,usted,5675,C_capability
34,elaborar,373,C_capability
34,sustancia,147,C_capability
34,puede,15215,D_decoding
34,utilizando,464,C_capability
35,refleja,387,C_capability
35,llamada,822,C_capability
35,instantánea,55,C_capability
35,casi,2837,C_capability
35,satélite,231,C_capability
35,forma,8006,C_capability
35,vuelta,672,C_capability
36,hembras,45,C_capability
36,entre,14402,C_capability
36,hace,8109,C_capability
36,relacionan,40,C_capability
36,sí,5985,D_decoding
36,estrechamente,228,C_capability
36,gran,8826,C_capability
36,hermanas,116,C_capability
36,general,3821,C_capability
37,precisan,53,C_capability
37,adaptaciones,51,D_decoding
37,pasado,3672,C_capability
37,cambios,1516,D_decoding
37,han,15184,C_capability
37,producido,483,C_capability
37,aún,4056,C_capability
37,mismas,806,D_decoding
37,población,2178,D_decoding
38,él,5872,C_capability
38,amenaza,918,C_capability
38,criatura,87,C_capability
38,entrara,34,C_capability
38,ni,5762,C_capability
38,siquiera,1009,C_capability
38,atacaba,5,C_capability
38,enorme,1066,C_capability
38,cualquier,5112,C_capability
38,tan,7078,C_capability
39,cálido,60,C_capability
39,mayor,6229,C_capability
39,importancia,2591,D_decoding
40,desconoce,21,C_capability
40,pulgadas,92,D_decoding
40,enrollado,3,A_data_gap
40,aunque,4418,D_decoding
40,confeccionado,14,C_capability
40,redactó,13,C_capability
40,cierta,707,C_capability
40,guardado,57,C_capability
40,enorme,1066,C_capability
40,quién,2096,C_capability
40,apenas,724,C_capability
40,ciencia,1029,C_capability
40,sabe,1683,C_capability
40,mide,112,C_capability
40,documento,849,D_decoding
40,fue,8552,C_capability
40,pergamino,11,C_capability
41,componente,244,D_decoding
41,bajo,3099,C_capability
41,revolución,611,D_decoding
41,principio,2583,C_capability
41,gobierno,5059,C_capability
41,guerra,2809,D_decoding
41,trece,66,C_capability
41,artículos,661,C_capability
41,endeble,9,C_capability
41,central,1723,C_capability
41,confederación,64,C_capability
41,durante,7283,D_decoding
41,congreso,504,C_capability
41,único,2315,D_decoding
42,litoral,30,C_capability
42,taiwán,154,C_capability
42,tomó,368,C_capability
42,declaró,196,D_decoding
42,dinastía,40,C_capability
42,1885,2,A_data_gap
42,nórdica,72,C_capability
42,control,3005,D_decoding
42,provincia,263,C_capability
42,occidental,528,C_capability
42,región,2224,C_capability
42,última,1814,C_capability
42,imperio,236,D_decoding
42,ejército,652,C_capability
42,dependiente,76,C_capability
43,permite,1593,C_capability
43,burlas,5,C_capability
43,veces,3257,C_capability
43,muchas,4232,C_capability
43,cierto,2485,C_capability
43,constantes,72,C_capability
43,regla,259,C_capability
43,dinamismo,84,C_capability
43,objeto,1320,C_capability
43,sencilla,343,C_capability
43,vez,11527,C_capability
43,pauta,20,C_capability
43,dar,3570,C_capability
43,ridiculizada,0,A_data_gap
43,genera,306,C_capability
43,tercios,108,C_capability
43,ha,31322,C_capability
43,imágenes,969,D_decoding
44,pensaba,345,C_capability
44,recibido,611,C_capability
44,guerra,2809,C_capability
44,reducida,147,C_capability
44,submarina,10,C_capability
44,irrestricta,0,A_data_gap
44,similar,696,D_decoding
44,reacción,454,C_capability
44,alemania,1241,C_capability
44,táctica,59,C_capability
44,frente,2282,C_capability
44,haber,3419,C_capability
44,contra,7679,C_capability
44,encontrarse,129,C_capability
45,masculinos,33,C_capability
45,éxito,2068,C_capability
45,estuvieron,163,C_capability
45,abiertos,203,C_capability
45,ambiciosos,175,C_capability
45,luego,3490,C_capability
45,asimismo,1288,C_capability
45,permitió,259,D_decoding
45,prestigiosos,17,C_capability
45,puestos,932,C_capability
45,candidatos,676,C_capability
46,tumbas,32,D_decoding
46,varias,1241,C_capability
46,pirámide,40,D_decoding
46,numerosas,409,C_capability
46,tamaño,900,C_capability
46,pirámides,24,C_capability
46,guiza,0,A_data_gap
46,pequeñas,1298,C_capability
46,meseta,12,C_capability
46,egipto,403,C_capability
46,templos,37,C_capability
46,esfinge,2,A_data_gap
46,gran,8826,C_capability
46,necrópolis,2,A_data_gap
46,cuales,1176,D_decoding
47,propio,1792,C_capability
47,guerra,2809,C_capability
47,pagó,62,C_capability
47,pueblo,2091,C_capability
47,filipino,2,A_data_gap
47,gastos,834,D_decoding
48,dañados,32,C_capability
48,tránsito,234,C_capability
48,desarrollo,7339,C_capability
48,reparar,131,C_capability
48,conduce,210,C_capability
48,masivo,148,C_capability
48,uso,3249,C_capability
48,genera,306,C_capability
48,campo,1376,C_capability
48,cuerpos,269,C_capability
48,salud,3631,D_decoding
48,técnicas,659,C_capability
48,automóviles,259,C_capability
49,botones,91,D_decoding
49,europa,9608,C_capability
49,media,893,D_decoding
49,hacia,4232,D_decoding
49,uno,7681,C_capability
49,empezó,422,C_capability
49,prendas,73,C_capability
49,usar,1486,D_decoding
49,cruzadas,30,C_capability
49,abrochar,0,A_data_gap
49,significativos,149,C_capability
49,propio,1792,C_capability
49,desarrollar,1150,D_decoding
49,fines,681,C_capability
49,época,660,D_decoding
49,edad,1215,C_capability
49,fue,8552,C_capability
49,comenzaron,187,C_capability
49,producto,1510,C_capability
49,avances,759,C_capability
50,abandonados,58,D_decoding
50,antes,6277,D_decoding
50,sufrido,266,C_capability
50,posible,5049,C_capability
50,situaciones,642,C_capability
50,infantil,386,C_capability
50,huyeran,0,A_data_gap
50,salvajes,125,C_capability
50,traumáticas,8,C_capability
50,hayan,964,C_capability
50,grave,787,C_capability
51,necesidades,1260,D_decoding
51,fueron,2016,C_capability
51,acogimiento,3,A_data_gap
51,cubrir,265,C_capability
51,familiar,506,C_capability
51,hogar,622,D_decoding
51,anterioridad,70,C_capability
51,objetivo,3356,C_capability
51,atendidas,15,C_capability
51,recogidos,79,C_capability
52,selección,382,C_capability
52,remueve,2,A_data_gap
52,proceso,4107,C_capability
52,incorpora,64,C_capability
52,mutación,37,D_decoding
52,variaciones,90,D_decoding
52,conjunto,1826,C_capability
52,nueva,4783,D_decoding
53,diurético,0,A_data_gap
53,otras,5038,C_capability
53,conocido,634,C_capability
53,consisten,39,C_capability
53,basan,158,C_capability
53,obligará,28,C_capability
53,té,224,D_decoding
53,acostarse,23,C_capability
53,especial,2187,C_capability
53,líquido,145,C_capability
53,antes,6277,D_decoding
53,orinar,11,C_capability
53,ritmo,509,C_capability
53,biológico,87,C_capability
53,beber,239,C_capability
53,mucho,7786,D_decoding
53,levantarse,50,C_capability
53,agua,2958,D_decoding
53,opciones,907,D_decoding
54,muchos,5576,C_capability
54,siguientes,881,D_decoding
54,campos,511,C_capability
54,entre,14402,C_capability
54,combatida,3,A_data_gap
54,substitutas,0,A_data_gap
54,sitios,623,C_capability
54,batalla,397,C_capability
54,asia,1144,C_capability
54,desde,10675,C_capability
54,áfrica,1753,C_capability
54,años,12016,D_decoding
54,afganistán,545,C_capability
54,hasta,8163,D_decoding
54,cuba,317,D_decoding
54,través,3656,D_decoding
54,otros,7798,D_decoding
54,sería,3412,C_capability
54,milicias,48,C_capability
54,40,1012,D_decoding
54,extendería,9,C_capability
54,verdad,3025,C_capability
55,domésticas,61,C_capability
55,colinas,50,C_capability
55,otras,5038,D_decoding
55,métodos,604,D_decoding
55,niños,3320,D_decoding
55,reunidas,9,C_capability
55,pastor,81,C_capability
55,vagaban,4,A_data_gap
55,adolescentes,180,D_decoding
55,semejante,254,C_capability
55,frecuencia,843,C_capability
55,rebaños,15,C_capability
55,general,3821,D_decoding
55,cabras,26,C_capability
55,zonas,1310,C_capability
55,aún,4056,C_capability
55,utilizan,428,D_decoding
55,solían,68,C_capability
55,actualidad,709,C_capability
55,popular,1000,C_capability
55,pastores,36,C_capability
55,pastoreo,14,C_capability
55,cuidadas,5,C_capability
56,casos,1983,D_decoding
56,muchos,5576,D_decoding
56,asintomático,0,A_data_gap
56,solamente,1233,C_capability
56,deberíamos,1376,C_capability
56,intentar,757,C_capability
56,temporal,364,C_capability
56,busca,696,C_capability
56,situación,4893,C_capability
56,desactivarlos,0,A_data_gap
57,igual,1941,C_capability
57,patas,85,C_capability
57,garras,45,C_capability
57,extremidades,31,C_capability
57,traseras,25,C_capability
57,huevos,151,C_capability
57,ponen,351,C_capability
57,desplazan,27,C_capability
57,sobre,29652,C_capability
57,escamadas,0,A_data_gap
58,óptico,45,C_capability
58,médula,89,C_capability
58,objeto,1320,C_capability
58,ataque,538,C_capability
58,sistema,5817,C_capability
58,esclerosis,32,C_capability
58,unión,12827,C_capability
58,nervioso,139,C_capability
58,múltiple,64,C_capability
58,nervio,33,C_capability
58,cerebro,1142,D_decoding
58,espinal,48,C_capability
59,tratan,235,C_capability
59,animales,1360,D_decoding
59,estímulos,45,C_capability
59,ritmos,44,D_decoding
59,incluso,4750,C_capability
59,periódicos,211,C_capability
59,regulares,359,C_capability
59,plantas,590,D_decoding
59,hongos,57,C_capability
59,reacciones,184,C_capability
59,casi,2837,C_capability
59,seres,728,C_capability
59,registrado,186,C_capability
59,han,15184,D_decoding
59,externos,229,C_capability
59,vivos,216,D_decoding
59,bacterias,211,C_capability
60,pequeños,1092,C_capability
60,otras,5038,C_capability
60,empleos,527,C_capability
60,mañana,2685,D_decoding
60,ir,2411,D_decoding
60,cruzarse,9,C_capability
60,hacia,4232,C_capability
60,abandonan,35,C_capability
60,cuyos,345,C_capability
60,suelen,310,C_capability
60,acaban,165,C_capability
60,personas,8962,D_decoding
60,lugar,9359,D_decoding
60,encuentran,898,D_decoding
60,automóviles,259,C_capability
61,dispositivos,400,C_capability
61,dichas,560,C_capability
61,tanto,9194,C_capability
61,diseño,1442,C_capability
61,planeamiento,16,C_capability
61,operaciones,614,D_decoding
61,facilitan,47,C_capability
61,viales,10,C_capability
62,océanos,153,C_capability
62,amazonas,35,D_decoding
62,deriva,173,C_capability
62,desemboca,13,C_capability
62,ciento,855,D_decoding
62,mundo,10694,C_capability
62,total,1599,C_capability
62,proveniente,43,C_capability
63,similitud,15,C_capability
63,ello,5019,D_decoding
63,mismo,7226,D_decoding
63,mayor,6229,C_capability
63,tiempo,10075,D_decoding
63,teoría,494,C_capability
63,gaseoso,5,C_capability
63,cosas,6055,D_decoding
63,transforman,34,C_capability
63,solo,8703,C_capability
63,tenía,2499,C_capability
63,idéntico,38,C_capability
63,guardaba,7,C_capability
63,sólido,245,C_capability
63,vemos,914,C_capability
63,conforman,62,C_capability
63,líquido,145,D_decoding
64,cantidad,1652,D_decoding
64,conformar,30,C_capability
64,atómica,82,C_capability
64,requiere,848,D_decoding
64,protones,18,C_capability
64,neutrones,18,C_capability
64,principio,2583,D_decoding
64,gran,8826,C_capability
64,opera,105,C_capability
65,conocidas,127,C_capability
65,teorías,104,C_capability
65,factores,687,C_capability
65,jerarquía,87,C_capability
66,miembro,1772,C_capability
66,grupo,5218,D_decoding
66,estándares,353,D_decoding
66,reporta,17,D_decoding
66,cargo,814,C_capability
66,integrante,69,C_capability
66,equipo,1633,C_capability
66,gestión,2051,C_capability
66,invisible,126,D_decoding
66,fija,125,C_capability
67,especialidad,51,C_capability
67,inteligencia,522,C_capability
67,encarga,44,C_capability
67,máquina,678,C_capability
67,aprendizaje,558,C_capability
67,asocia,51,C_capability
67,comportamiento,706,C_capability
67,relevancia,139,C_capability
67,dentro,3478,C_capability
67,inteligente,476,C_capability
67,artificial,261,D_decoding
67,informática,130,C_capability
67,mucho,7786,C_capability
67,bien,9507,C_capability
68,lectores,95,C_capability
68,suelen,310,C_capability
68,escritor,133,C_capability
68,blogs,48,C_capability
68,critican,28,C_capability
68,fin,4565,C_capability
68,empieza,404,C_capability
68,críticas,342,C_capability
68,debido,1998,C_capability
68,esforzarse,73,C_capability
68,redacción,192,C_capability
69,mismo,7226,D_decoding
69,vida,6950,C_capability
69,sí,5985,C_capability
69,mucho,7786,C_capability
69,hablamos,488,C_capability
69,silvestre,46,C_capability
70,destruida,41,C_capability
70,acaecimiento,0,A_data_gap
70,terremoto,161,C_capability
70,después,6711,C_capability
70,fue,8552,D_decoding
70,portugueses,56,D_decoding
70,reconstruida,11,C_capability
70,abandonaron,26,C_capability
71,aeropuerto,503,C_capability
71,turístico,119,C_capability
71,tombuctú,3,A_data_gap
71,sea,6619,C_capability
71,hoy,7123,C_capability
71,atractivo,215,C_capability
71,aún,4056,C_capability
71,cuenta,5896,C_capability
71,empobrecida,11,C_capability
71,bien,9507,C_capability
72,edificaciones,6,C_capability
72,evidencia,440,C_capability
72,delimitan,7,C_capability
72,luminoso,38,C_capability
72,despliegue,92,C_capability
72,gráfico,163,C_capability
72,horizonte,146,C_capability
72,barras,67,C_capability
72,puerto,546,C_capability
73,autobuses,197,C_capability
73,llenos,116,D_decoding
73,boleto,44,C_capability
73,entre,14402,C_capability
73,adquirir,235,C_capability
73,recomendable,52,C_capability
73,anticipación,53,C_capability
73,distritos,65,C_capability
73,pasajeros,433,C_capability
73,están,9866,C_capability
73,frecuencia,843,C_capability
73,debido,1998,C_capability
74,etapa,383,C_capability
74,extendió,48,C_capability
74,dieron,347,C_capability
74,españoles,141,C_capability
74,inicio,639,C_capability
75,antes,6277,D_decoding
75,cambiar,1579,C_capability
75,malvinas,6,C_capability
75,fuera,2999,C_capability
75,archipiélago,19,C_capability
75,procure,28,C_capability
75,dinero,3485,D_decoding
75,hacerlo,2263,C_capability
75,marcharse,42,C_capability
75,prácticamente,527,C_capability
75,islas,436,C_capability
75,ello,5019,C_capability
76,década,672,C_capability
76,capital,1383,C_capability
76,año,6838,D_decoding
76,fundó,49,C_capability
77,variedad,442,C_capability
77,franceses,258,C_capability
77,vinos,119,C_capability
77,existe,2550,C_capability
77,mejores,2613,C_capability
77,considerarse,240,C_capability
77,podrían,1718,C_capability
77,gran,8826,C_capability
77,transportar,86,C_capability
78,específicos,385,C_capability
78,posible,5049,D_decoding
78,viajes,779,D_decoding
78,aunque,4418,C_capability
78,hoteles,2033,C_capability
78,acuerdos,1684,C_capability
78,suelen,310,C_capability
78,otro,5693,C_capability
78,tipo,5135,D_decoding
78,agentes,473,D_decoding
78,tener,5934,D_decoding
78,zonas,1310,C_capability
78,campamento,128,C_capability
78,través,3656,C_capability
78,reservar,258,C_capability
78,ellos,4690,C_capability
78,alojamiento,426,C_capability
79,realizan,218,C_capability
79,encontrar,2669,D_decoding
79,grandes,3656,C_capability
79,normalmente,407,D_decoding
79,gastan,78,C_capability
79,relojes,97,C_capability
79,ni,5762,C_capability
79,hay,14304,D_decoding
79,esfuerzos,1624,C_capability
79,general,3821,C_capability
80,suelen,310,C_capability
80,hará,770,C_capability
80,buena,2710,C_capability
80,animales,1360,D_decoding
80,visión,1030,C_capability
80,estándar,323,C_capability
80,posible,5049,C_capability
80,aproximarse,10,C_capability
80,equipo,1633,D_decoding
80,elefantes,113,C_capability
80,algunos,5514,D_decoding
80,vehículos,666,C_capability
80,jirafas,6,C_capability
81,casos,1983,C_capability
81,extremos,147,D_decoding
81,caliente,321,C_capability
81,tela,210,C_capability
81,quemarse,8,C_capability
81,procure,28,C_capability
81,demasiado,2356,C_capability
81,encogerse,2,A_data_gap
81,podría,4912,C_capability
82,curvas,56,C_capability
82,conducir,309,C_capability
82,suele,296,C_capability
82,estrechos,79,C_capability
82,cerradas,83,C_capability
82,usted,5675,C_capability
82,muchas,4232,C_capability
82,pronunciadas,20,C_capability
82,manténgase,10,C_capability
82,carreteras,246,C_capability
82,alerta,179,C_capability
82,rurales,404,D_decoding
82,carriles,42,C_capability
82,pendientes,194,C_capability
82,existen,1512,C_capability
83,regionales,684,D_decoding
83,indonesia,241,C_capability
83,expresión,671,C_capability
83,elegir,625,C_capability
83,distribuyen,32,C_capability
83,gran,8826,C_capability
83,genérica,22,C_capability
83,cocinas,34,C_capability
83,islas,436,C_capability
83,variedad,442,D_decoding
83,abarca,178,C_capability
83,país,6956,D_decoding
83,dónde,2067,C_capability
84,muchos,5576,D_decoding
84,vacaciones,591,C_capability
84,ocasiones,693,C_capability
84,sitio,1883,C_capability
84,amantes,87,C_capability
84,organizan,40,C_capability
84,principal,1728,C_capability
84,viaje,1329,C_capability
84,esquiar,15,C_capability
84,adeptos,13,C_capability
84,base,2742,C_capability
84,específico,379,C_capability
84,actividad,1233,D_decoding
84,llamados,256,C_capability
84,completamente,1084,C_capability
84,esquí,101,C_capability
85,gestionar,248,C_capability
85,manera,6017,C_capability
85,precisa,299,C_capability
85,separado,226,C_capability
85,papeleo,30,C_capability
85,contar,803,C_capability
85,misma,3051,D_decoding
85,visado,160,C_capability
85,ahorrará,11,C_capability
85,permisos,119,C_capability
85,miembros,9405,C_capability
85,ello,5019,C_capability
85,espacio,2024,C_capability
86,europeo,9325,C_capability
86,norteamericano,196,C_capability
86,árabe,423,D_decoding
