sent,word,freq,category
27,championships,24,C_capability
27,wednesday,225,C_capability
27,carpanedo,0,A_data_gap
27,two,9767,D_decoding
27,event,1047,C_capability
27,beyond,1210,C_capability
28,crash,144,C_capability
28,happened,1592,C_capability
28,freed,47,C_capability
28,driver,302,C_capability
29,agrees,170,C_capability
29,signed,599,C_capability
29,once,3436,C_capability
29,ongoing,377,D_decoding
29,leave,1916,C_capability
29,pa,81,C_capability
29,agreement,4252,D_decoding
30,related,1329,C_capability
30,said,7609,C_capability
30,devices,414,C_capability
30,aware,1330,C_capability
31,lavatory,3,A_data_gap
31,later,1661,C_capability
31,aged,112,C_capability
31,down,5404,D_decoding
31,took,2069,C_capability
31,lady,664,C_capability
31,gunned,7,C_capability
32,claimed,203,C_capability
32,prime,975,D_decoding
32,reign,55,D_decoding
32,believed,395,C_capability
32,end,4639,D_decoding
32,caretaker,13,C_capability
33,referred,634,C_capability
33,silliness,0,A_data_gap
33,political,6910,C_capability
33,chatter,14,C_capability
34,juice,106,D_decoding
34,cabbage,14,C_capability
35,back,6227,C_capability
35,reflects,280,C_capability
35,down,5404,C_capability
35,gets,823,C_capability
36,usually,685,C_capability
36,females,65,C_capability
36,daughters,118,C_capability
37,before,6067,C_capability
37,need,11191,C_capability
37,hasn,260,C_capability
37,changed,967,D_decoding
38,anything,2295,C_capability
38,match,365,D_decoding
38,even,9875,C_capability
39,important,8529,D_decoding
39,warm,357,C_capability
40,storage,386,C_capability
40,29,369,D_decoding
40,measures,3793,D_decoding
40,knows,827,D_decoding
40,early,1447,C_capability
40,life,5985,C_capability
40,known,1584,C_capability
40,large,2984,C_capability
40,up,16943,D_decoding
40,certain,2969,C_capability
40,parchment,2,A_data_gap
40,one,23954,D_decoding
40,inches,91,D_decoding
40,24,797,D_decoding
40,rolled,57,C_capability
40,while,5168,C_capability
41,weak,491,C_capability
41,revolutionary,197,C_capability
41,war,2815,D_decoding
41,thirteen,44,D_decoding
41,during,3593,C_capability
42,forces,1128,C_capability
42,areas,3111,D_decoding
42,declared,314,C_capability
43,guideline,33,C_capability
43,ridiculed,11,D_decoding
43,creating,1172,C_capability
43,abused,66,C_capability
43,keeping,538,C_capability
43,image,915,D_decoding
43,while,5168,D_decoding
43,often,2742,C_capability
43,much,8192,C_capability
43,measure,796,C_capability
44,tactic,34,C_capability
44,warfare,58,D_decoding
44,there,27692,C_capability
44,similar,1251,D_decoding
44,unrestricted,30,C_capability
44,since,4766,C_capability
44,expected,766,C_capability
44,limited,916,C_capability
45,also,20347,C_capability
45,allowing,549,C_capability
45,after,7499,D_decoding
45,succeed,424,C_capability
45,applicants,73,C_capability
45,successful,899,C_capability
45,open,2683,C_capability
45,occupations,33,C_capability
45,male,369,C_capability
46,egyptian,107,C_capability
46,tombs,15,C_capability
46,several,1841,C_capability
47,imperialism,47,D_decoding
47,themselves,2034,C_capability
47,expenditures,92,C_capability
48,car,1919,C_capability
48,repairing,28,D_decoding
48,mass,698,C_capability
48,healthcare,289,C_capability
48,ownership,236,C_capability
48,techniques,280,C_capability
48,roads,270,C_capability
48,invention,127,C_capability
49,fasten,9,C_capability
49,ages,215,D_decoding
49,towards,2260,C_capability
49,clothing,230,C_capability
49,developments,543,C_capability
49,crusades,12,C_capability
49,biggest,540,C_capability
49,time,15798,C_capability
49,result,2745,D_decoding
49,end,4639,D_decoding
49,middle,1517,C_capability
50,away,3066,D_decoding
50,experienced,462,C_capability
50,child,1680,C_capability
50,feral,10,C_capability
50,running,852,C_capability
50,severe,384,C_capability
50,abuse,404,D_decoding
50,trauma,85,C_capability
51,care,2530,C_capability
51,necessities,24,C_capability
51,taken,3580,C_capability
51,foster,176,C_capability
51,previously,385,C_capability
51,lacking,168,C_capability
51,provide,2789,C_capability
51,supposed,521,C_capability
52,expressed,775,C_capability
52,adds,97,C_capability
52,pool,479,C_capability
53,particularly,2997,C_capability
53,diuretic,0,A_data_gap
53,forcing,123,C_capability
53,lots,514,C_capability
53,involve,439,C_capability
53,one,23954,C_capability
53,sleep,614,C_capability
53,fluid,118,C_capability
53,biorhythm,0,A_data_gap
53,prior,431,C_capability
54,battlefields,4,A_data_gap
54,armies,54,C_capability
54,places,1140,D_decoding
54,real,3652,C_capability
54,many,9797,D_decoding
54,next,4572,D_decoding
54,fought,234,D_decoding
54,last,6207,C_capability
54,proxy,29,C_capability
55,grazing,13,C_capability
55,herds,23,C_capability
55,herding,2,A_data_gap
55,wandered,12,D_decoding
55,kept,652,D_decoding
55,generally,552,C_capability
55,areas,3111,D_decoding
55,goats,29,C_capability
55,known,1584,C_capability
55,adolescents,46,D_decoding
55,hills,79,C_capability
55,frequently,288,C_capability
55,tended,36,C_capability
55,goatherds,0,A_data_gap
55,widely,366,C_capability
55,children,3598,C_capability
56,like,21742,C_capability
56,solution,1733,C_capability
56,problems,3745,C_capability
56,find,6087,D_decoding
56,however,5621,C_capability
56,want,10089,C_capability
56,temporary,450,D_decoding
56,deactivate,4,A_data_gap
56,just,14367,C_capability
57,scales,69,C_capability
57,lay,411,C_capability
57,walk,849,C_capability
57,back,6227,C_capability
57,claws,26,D_decoding
57,two,9767,C_capability
57,feet,567,C_capability
58,disease,1061,C_capability
58,made,8102,C_capability
58,up,16943,D_decoding
58,affects,294,D_decoding
58,ms,233,C_capability
59,including,3475,D_decoding
59,beings,486,C_capability
59,simply,2065,C_capability
59,responses,197,C_capability
59,cues,21,C_capability
59,rhythms,27,C_capability
59,documented,85,C_capability
60,others,2431,C_capability
60,destination,222,C_capability
60,country,6760,C_capability
60,left,2791,D_decoding
60,work,9653,C_capability
60,passed,579,C_capability
60,leave,1916,C_capability
60,workplace,167,C_capability
60,place,5251,D_decoding
60,just,14367,D_decoding
61,help,5188,C_capability
61,roadway,3,A_data_gap
61,facilities,555,C_capability
62,pours,8,C_capability
62,planet,873,C_capability
62,out,16821,C_capability
62,percent,1624,D_decoding
62,full,2670,C_capability
63,like,21742,C_capability
63,also,20347,C_capability
63,though,2257,C_capability
63,theorised,0,A_data_gap
63,four,2423,C_capability
63,change,4794,C_capability
64,together,3951,D_decoding
64,put,5381,C_capability
64,fission,16,C_capability
64,works,1188,C_capability
64,principle,1806,D_decoding
64,many,9797,C_capability
64,takes,1336,C_capability
65,factor,501,C_capability
65,popular,849,C_capability
65,content,1300,C_capability
65,theory,488,D_decoding
66,members,3763,D_decoding
66,report,9901,C_capability
67,intelligent,274,C_capability
67,forms,971,C_capability
67,adaptation,173,C_capability
67,although,2190,C_capability
67,connotation,9,C_capability
67,computer,1093,C_capability
67,branch,105,C_capability
67,science,1310,D_decoding
67,ai,250,C_capability
67,dealing,657,C_capability
67,important,8529,C_capability
67,strong,1771,C_capability
68,strive,115,C_capability
68,criticism,355,C_capability
68,begins,275,C_capability
68,since,4766,C_capability
68,critical,736,D_decoding
68,audience,446,C_capability
68,often,2742,C_capability
68,blog,192,C_capability
69,wildlife,65,D_decoding
69,comes,2175,D_decoding
69,biggest,540,C_capability
70,abandon,147,D_decoding
71,town,938,C_capability
71,although,2190,C_capability
71,attraction,60,D_decoding
71,impoverished,41,C_capability
71,timbuktu,4,A_data_gap
72,glittering,6,C_capability
72,skyline,25,D_decoding
72,parade,46,C_capability
72,make,11521,C_capability
72,likened,14,C_capability
72,chart,122,C_capability
72,made,8102,C_capability
72,apparent,231,C_capability
72,presence,663,D_decoding
72,waters,390,D_decoding
72,bar,418,C_capability
73,advisable,52,C_capability
73,inter,232,C_capability
73,advance,457,D_decoding
73,purchase,347,C_capability
73,district,292,D_decoding
74,period,1792,C_capability
74,started,1963,C_capability
74,spaniards,31,C_capability
75,prior,431,C_capability
75,nearly,619,C_capability
75,currency,928,C_capability
75,leaving,687,C_capability
75,exchange,1126,C_capability
76,founded,313,D_decoding
76,official,873,C_capability
76,1959,23,D_decoding
76,apia,12,D_decoding
76,1850s,3,A_data_gap
76,since,4766,D_decoding
77,many,9797,C_capability
77,travel,1364,C_capability
77,australian,76,D_decoding
78,deals,654,C_capability
78,through,7411,C_capability
78,like,21742,C_capability
78,possible,4824,D_decoding
78,forms,971,C_capability
78,although,2190,C_capability
78,camping,71,C_capability
78,find,6087,C_capability
78,agent,181,D_decoding
78,grounds,390,C_capability
78,often,2742,C_capability
79,guests,581,C_capability
79,absent,126,C_capability
79,usually,685,C_capability
79,hard,1999,C_capability
79,make,11521,C_capability
79,spent,873,C_capability
79,typically,228,C_capability
79,efforts,1802,D_decoding
79,many,9797,C_capability
80,closely,628,C_capability
80,viewing,109,C_capability
80,allow,2114,D_decoding
80,giraffes,6,D_decoding
80,equipment,797,C_capability
80,tend,388,C_capability
80,cars,667,C_capability
81,fabric,230,C_capability
81,become,3496,D_decoding
81,cause,1394,D_decoding
81,careful,446,D_decoding
81,allow,2114,C_capability
81,cases,1625,D_decoding
81,extreme,469,D_decoding
81,scorch,0,A_data_gap
81,shrinkage,7,C_capability
81,hot,635,D_decoding
82,keep,2547,C_capability
82,sharp,204,C_capability
82,predominate,5,C_capability
82,country,6760,C_capability
82,about,22598,D_decoding
82,re,12052,C_capability
82,narrow,237,C_capability
82,used,4519,C_capability
82,grades,64,C_capability
82,driving,583,D_decoding
82,steep,46,C_capability
82,lanes,46,C_capability
82,wits,12,C_capability
83,nation,625,C_capability
83,umbrella,82,C_capability
83,choose,985,D_decoding
83,term,2683,D_decoding
83,food,2957,C_capability
83,covering,241,C_capability
83,found,2800,C_capability
83,cuisines,10,C_capability
83,vast,439,C_capability
83,across,1919,C_capability
84,vacations,24,C_capability
84,occasionally,126,C_capability
84,ski,121,C_capability
84,skiing,46,D_decoding
84,planning,607,C_capability
84,particular,3657,D_decoding
84,location,751,C_capability
84,entire,1316,C_capability
84,around,4544,D_decoding
84,known,1584,C_capability
84,travelling,141,C_capability
84,bums,2,A_data_gap
84,enthusiasts,17,C_capability
85,paperwork,38,C_capability
85,hence,364,C_capability
85,similarly,362,C_capability
85,visas,124,C_capability
85,saving,476,D_decoding
85,having,2903,C_capability
85,apply,1153,D_decoding
85,need,11191,D_decoding
85,countries,11345,C_capability
85,member,10147,C_capability
86,citizens,4015,C_capability
86,example,4464,C_capability
86,europeans,601,C_capability
86,east,1503,D_decoding
86,american,2311,C_capability
86,arabs,76,D_decoding
86,one,23954,C_capability
86,face,2075,C_capability
86,middle,1517,D_decoding
87,far,4102,C_capability
87,normally,249,C_capability
87,issues,2884,C_capability
87,practical,794,D_decoding
87,greater,2224,C_capability
87,discussed,608,C_capability
88,back,6227,C_capability
88,result,2745,C_capability
88,trying,1960,C_capability
88,happen,1523,C_capability
89,usually,685,C_capability
89,like,21742,D_decoding
89,here,11596,C_capability
89,always,3905,C_capability
89,just,14367,C_capability
89,book,1685,C_capability
90,outdoors,49,C_capability
90,replacement,155,C_capability
90,generally,552,C_capability
91,pastime,4,A_data_gap
91,boating,9,D_decoding
92,through,7411,C_capability
92,air,1990,D_decoding
92,get,10561,C_capability
92,customs,453,C_capability
92,unloading,19,C_capability
92,things,6084,C_capability
92,freight,134,C_capability
93,moldova,119,C_capability
93,christian,636,C_capability
94,portion,139,C_capability
94,meaning,624,C_capability
94,essentially,440,C_capability
94,almost,2046,C_capability
94,mass,698,C_capability
94,incalculable,21,C_capability
94,please,2205,C_capability
94,well,12499,D_decoding
94,site,1169,D_decoding
94,grave,210,C_capability
94,remember,1663,C_capability
95,evaporate,6,C_capability
95,parisians,3,A_data_gap
95,courtesies,3,A_data_gap
95,exteriors,2,A_data_gap
95,abrupt,22,C_capability
95,rapidly,427,C_capability
95,display,370,C_capability
95,basic,1382,C_capability
96,tomato,60,D_decoding
96,tunafish,0,A_data_gap
96,available,2365,C_capability
96,dinner,440,C_capability
96,during,3593,C_capability
96,condiments,0,A_data_gap
96,etc,745,D_decoding
96,simple,1465,C_capability
97,little,5413,D_decoding
97,close,1846,C_capability
97,separately,103,C_capability
97,however,5621,C_capability
97,hastily,10,C_capability
97,conclude,524,D_decoding
97,studied,242,D_decoding
97,know,12394,C_capability
97,need,11191,C_capability
97,enough,2955,C_capability
97,people,18510,C_capability
98,north,1296,D_decoding
98,always,3905,C_capability
98,degrees,246,D_decoding
98,just,14367,C_capability
98,placed,516,C_capability
98,tropics,17,C_capability
98,need,11191,C_capability
98,equator,23,C_capability
99,easter,33,D_decoding
99,breaking,231,C_capability
99,celebrate,210,C_capability
99,christ,302,C_capability
99,stroke,110,C_capability
99,midnight,108,D_decoding
99,into,12393,C_capability
99,often,2742,C_capability
99,weekend,218,C_capability
99,hold,1292,C_capability
